name	taxonomy_id	taxonomy_lvl	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT20	H_TT21	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Streptococcus sp. HN38	3020829	S	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus toyakuensis	2819619	S	86	0	15	25	32	40	114	21	18	25	23	7	0	57	70	31	30	10	39	0	0	151	0	9	15	0	0	34	14	39	48	21	94	0	275	548	32	0	18	16	0	0	15	0	11	38	30	60	0	259	30	0	0	6	31	0	0	0	50	6	0	100	0	18	113	0	35	46	0	95	0	0	0	0	0	29	0	30	0	0	341	174	19	0	0	0
Streptococcus gordonii	1302	S	25	137	27	15	38	18	191	74	26	35	24	6	0	350	60	170	49	8	55	9	0	41	13	8	14	274	104	33	7	45	242	16	786	15	267	404	33	110	87	50	12	5	74	72	48	8	87	66	61	345	149	52	19	13	143	53	0	0	72	0	24	33	13	221	347	5	0	52	63	80	0	0	6	12	0	10	0	154	11	13	568	93	88	6	30	67
Streptococcus vestibularis	1343	S	27	0	0	0	0	0	0	30	0	0	0	0	11	50	0	33	0	0	34	0	0	0	246	0	0	0	13	0	7	0	9	8	81	0	16	179	6	30	17	10	0	0	0	17	9	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	50	48	0	14	31	29	13	0	0	0	0	23	0	0	0	0	12	0	0	10	21	11	33
Streptococcus parasanguinis	1318	S	19	189	12	20	24	20	82	75	38	12	24	0	0	145	38	102	37	27	28	0	0	23	30	9	17	0	9	6	0	19	109	0	147	52	107	557	14	17	16	31	28	0	24	27	18	62	19231	41	103	47	91	261	320	8	36	0	0	0	0	0	13	9	0	68	61	0	0	54	50	29	44	23	9	0	11	22	0	11	24	0	420	65	23	0	10	18
Streptococcus equi	1336	S	12	250	36	69	115	12	260	144	47	6	9	0	0	0	0	26	0	0	0	0	26	0	0	7	0	0	23	23	15	0	16	0	0	9	10	6	0	0	6	11	31	7	0	0	5	6	153	0	0	0	33	9	22	15	0	11	11	261	56	0	10	141	118	27	8	0	225	0	0	207	7	41	0	0	14	208	11	227	14	0	48	10	11	14	10	0
Streptococcus dysgalactiae	1334	S	25	0	258	0	0	117	0	192	403	75	98	19	0	65	64	268	20	32	0	264	44	242	0	26	0	36	389	400	32	22	289	176	0	469	146	36	25	91	33	201	150	43	104	229	0	243	1992	0	0	226	131	0	97	35	142	138	121	696	91	0	61	687	1904	308	96	0	473	0	0	697	590	817	0	0	228	1720	467	1333	794	630	2987	422	280	292	23	55
Streptococcus constellatus	76860	S	1298	0	3484	0	0	1047	16	2163	8744	3305	7439	7	931	0	1912	6640	987	2002	0	2058	1131	133	9	6	1415	1914	3687	2390	2045	0	7829	2029	921	3378	1645	8	0	4986	1102	2471	1826	1225	0	0	0	46	12986	1157	0	0	4390	26	8202	249	0	2744	1517	13230	22126	6	5813	62254	20135	105	12006	0	32	11	0	15335	106	2911	7	12	1326	7035	6420	26409	3794	5	11723	7213	9242	4966	1349	3739
Streptococcus agalactiae	1311	S	41	0	155	0	0	1087	208	499	504	173	106	27	37	97	124	106	77	60	0	408	104	636	0	65	72	24	478	237	166	173	1031	55	241	184	263	129	40	16	86	120	361	133	0	350	304	569	1962	0	0	275	187	0	96	153	854	50	29	5659	111	0	98	2389	57654	793	576	51	1892	403	0	1692	1435	699	201	568	1541	2481	195	1927	646	309	2734	312	142	101	302	239
Streptococcus ilei	1156431	S	17	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	0	10	0	0	0	24	240	0	0	0	0	0	0	0	0	0	0	68	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	51	60	0	0	127	0	0	0	0
Streptococcus infantis	68892	S	15	36	144	0	9	166	66	191	257	46	45	15	41	37	57	159	32	65	24	17	88	57	73	33	36	52	163	168	134	11	136	77	89	182	49	323	29	40	48	67	217	45	6	21	30	85	435	0	161	15	284	120	84	68	160	50	15	167	76	22	68	1539	149	165	106	17	104	0	88	301	55	77	14	12	452	231	174	247	179	67	436	219	96	69	87	17
Streptococcus pseudopneumoniae	257758	S	16	90	0	48	26	14	233	49	30	0	7	13	0	103	69	46	19	0	66	0	0	0	0	6	0	0	0	9	11	40	60	0	162	0	128	181	0	23	8	94	0	0	26	0	19	0	30	0	43	69	47	119	0	0	32	7	0	0	0	0	0	37	0	0	81	0	90	0	48	26	0	43	0	0	9	0	6	22	0	0	230	109	18	0	0	12
Streptococcus suis	1307	S	163	0	1528	0	0	1552	748	1482	2637	396	547	47	38	239	574	560	279	238	0	165	1347	664	79	55	181	358	1194	1156	768	0	2083	190	0	1140	343	181	190	137	540	586	2317	95	82	345	238	581	4687	0	0	0	1428	936	352	785	0	1137	0	393	560	0	566	17614	917	2146	166	0	1749	0	324	15713	538	1166	103	431	3721	3045	1417	2986	1199	1133	1755	2187	897	1112	761	408
Streptococcus lactarius	684066	S	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	8	0	0	0	10	0	0	0	8	0	0	0	18	0	10	0	6	0	0	0	0	0	0	0	143	0	0	0	17	20	0	0	10	0	0	0	0	10	0	14	11	21	30	0	10	0	0	7	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0
Streptococcus parasuis	1501662	S	9	0	0	9	0	0	0	0	21	7	0	0	0	133	0	15	52	0	178	0	0	30	0	0	0	0	8	0	0	0	26	0	79	0	26	478	0	0	15	12	0	0	0	0	0	0	32	15	0	0	41	0	6	0	10	0	0	0	0	0	6	10	0	0	822	0	20	22	0	13	31	11	0	0	0	0	6	23	0	0	0	77	0	0	0	0
Streptococcus salivarius	1304	S	9	69	62	78	0	18	25	88	81	18	10	11	5	134	44	78	16	0	32	23	20	0	39	13	0	68	66	50	42	0	162	12	231	36	409	1104	29	25	53	86	60	25	12	150	25	39	303	20	90	112	278	42	55	6	47	53	0	124	34	7	34	100	73	115	157	0	106	0	99	111	246	51	0	29	15	132	25	102	55	54	145	156	57	40	20	53
Streptococcus gwangjuense	1433513	S	8	148	7	49	10	12	220	39	18	35	0	15	0	126	12	64	9	0	66	38	0	0	0	0	0	0	0	41	17	46	35	7	172	0	113	43	20	0	14	0	7	0	8	0	11	0	164	38	0	267	119	35	9	13	35	0	0	0	25	0	0	0	0	49	42	0	37	35	0	17	0	0	0	0	0	0	0	34	0	77	65	358	11	0	0	0
Streptococcus australis	113107	S	8	0	0	0	25	14	4117	12	0	17	0	0	9	90	0	72	11	0	41	24	6	67	0	8	0	0	19	0	12	44	101	0	239	0	156	173	6	0	25	0	0	0	0	23	13	0	1018	0	0	246	11	87	8	0	123	20	0	0	0	0	0	11	0	28	54	0	0	0	24	0	0	23	6	0	0	0	0	58	23	25	0	82	48	0	10	36
Streptococcus iniae	1346	S	7	0	0	0	0	6	0	9	28	0	5	0	0	0	0	0	7	0	0	50	12	0	0	0	0	0	17	12	0	0	7	0	0	5	0	0	0	6	0	14	15	0	0	0	0	0	13	0	0	0	21	0	8	27	0	0	0	0	9	0	0	49	19	10	0	0	11	0	0	13	0	0	0	0	6	19	9	22	22	0	8	7	0	9	18	0
Lactococcus cremoris	1359	S	76	56	141	97	166	94	187	75	506	75	73	32	25	42	161	134	45	44	43	0	222	189	46	0	78	53	173	91	83	0	90	61	82	104	137	804	40	100	55	127	106	69	0	38	28	75	0	0	0	0	105	169	70	89	11	232	31	91	216	33	37	952	215	369	359	75	207	128	33	319	78	65	37	40	163	235	128	292	73	78	667	128	28	123	105	59
Lactococcus lactis	1358	S	27	106	79	60	0	0	0	55	495	21	31	0	0	281	0	287	0	0	185	0	0	1529	0	0	34	31	19	43	0	0	27	25	0	28	96	0	0	0	20	45	0	0	0	54	0	0	560	12	46	97	89	42	38	0	266	25	52	21	0	0	17	78	0	0	141	0	0	0	100	61	282	1169	0	0	0	27	24	64	22	0	50	231	9	0	19	0
Enterococcus faecium	1352	S	258	99	2283	0	0	1627	75	1415	2394	2412	4509	315	154	6443	696	655	660	1220	26	44	1759	1457	108	988	925	572	1901	2855	1770	206	1986	232	37	2820	340	1703	713	1065	465	4674	3159	933	410	65	214	1099	1991	91	1815	702	3119	2541	836	1613	39	3050	238	1583	629	257	983	36087	3895	2019	258	175	614	164	126	2045	586	599	371	97	4839	1447	2874	2132	2134	790	5124	1480	2054	1297	2524	304
Enterococcus faecalis	1351	S	213	0	1609	0	0	1144	172	1392	1768	1033	1747	253	113	25912	225	241	230	520	0	87	872	284	16	88	353	414	878	1132	1178	0	1312	408	97	1034	461	677	299	424	446	889	2265	383	80	13	57	1739	926	73	260	3364	41630	268	425	820	25	1606	126	469	416	125	554	11333	1428	594	404	237	438	67	135	926	374	504	139	66	3637	327	1278	1384	997	320	1187	2809	841	1082	527	167
Enterococcus cecorum	44008	S	18	0	32	104	28	19	0	77	52	11	0	0	5	13	0	0	17	110	0	0	15	14	0	8	0	0	24	6	0	0	264	0	68	13	0	0	0	0	8	0	40	0	0	0	0	0	0	28	0	0	7	38	0	16	8	0	0	48	0	0	0	69	0	15	0	0	9	17	0	5	0	0	0	0	8	13	0	0	0	0	49	0	62	0	15	5
Tetragenococcus halophilus	51669	S	5	0	13	0	0	11	0	48	69	0	19	0	0	14	24	23	10	5	0	0	26	0	0	0	8	0	26	38	11	0	25	0	74	28	15	101	0	0	5	47	79	8	0	0	0	14	24	0	25	19	54	45	21	32	156	6	10	0	17	0	39	182	14	27	10	0	0	0	0	24	5	17	5	0	16	11	39	14	59	6	136	38	24	29	52	0
Aerococcus christensenii	87541	S	84	0	850	0	0	51	0	77	518	1824	38	27	13	0	9	25	321	30	0	0	217	0	0	248	6	13	163	37	400518	0	19	0	0	53	0	143	0	0	0	8	189	15	0	12	9	6479	0	0	0	0	46	0	21	448	0	0	72	0	129	69	17	197	58	72	28	31023	9	91	10029	101	0	148410	18	29	90	7571	50	22	33	37	393	34	36	43	103	0
Abiotrophia defectiva	46125	S	25	70	11	45	57	39	88	76	60	0	9	12	11	65	27	64	91	38	89	21	9	19	18	0	23	0	56	0	6	24	53	23	106	8	100	186	21	8	13	72	18	6	37	10	22	0	24	144	26	183	116	0	0	0	55	17	0	30	23	0	0	33	7	65	67	0	33	0	20	36	0	14	6	6	0	5	9	39	0	6	90	48	38	28	19	14
Globicatella sanguinis	13076	S	24	0	11	7	0	14	0	560	15	5	25	0	0	10	27	24	5	0	0	0	11	0	0	0	0	0	21	18	0	0	7	0	66	9	15	1150	0	10	5	30	9	7	0	0	0	0	22	13	0	0	243	0	22	0	0	16	0	2847	41	0	21	57019	17	22	0	0	0	0	0	157	0	231	0	0	0	82	20	18	7	0	5129	14	14	110	0	0
Dolosigranulum pigrum	29394	S	45	40	0	7	13	0	8	215	65	35	25	12	16	156	61	132	122	12	1022	62	9	191	0	5	8	9	159	61	36	944	171	22	63	196	160	165	55	42	18	246	33	0	35	12	33	74	1415	68	64	1257	140	24	44	96	216	49	0	268	92	36	25	3078	37	124	208	14	15	7	0	96	193	42	0	0	23	20	20	137	17	1318	985	132	1971	152	182	48
Granulicatella adiacens	46124	S	15	63	17	5	0	41	47	16	24	25	16	8	0	63	9	123	15	16	53	65	0	44	0	12	0	17	248	59	15	20	131	7	606	42	120	405	0	0	19	38	119	39	54	23	27	0	42	5	0	168	174	37	88	8	65	96	0	0	0	5	26	265	10	96	224	0	12	0	45	38	47	8	10	16	0	9	11	66	13	28	230	84	254	33	0	103
Granulicatella elegans	137732	S	16	0	2502	6	0	9	0	105	15	99	0	36	7	103	0	66	10	0	20	47	0	92	0	2503	0	96	188	0	24	0	208	10	153	51	37	356	0	0	16	112	2263	0	16	120	17	0	188	46	0	197	1092	49	24	10	12	21	0	263	101	10	17	3805	41	128	288	10	41	31	0	76	16	63	0	53	59	11	173	101	22	108	1277	88	37	18	280	86
Staphylococcus epidermidis	1282	S	878	3792	652	1679	1239	725	2321	1422	1326	587	446	150	83	3162	683	1380	704	685	2803	439	211	388	154	453	251	270	1011	221	761	615	1494	128	1778	241	2081	7510	556	365	432	1612	406	176	578	416	581	474	42177	689	1772	12574	2121	295	745	390	1797	728	314	410	1664	168	182	1077	2717	495	2128	40	393	310	151	775	669	88	87	62	866	196	186	803	552	85	3640	1550	833	541	690	382
Staphylococcus capitis	29388	S	931	2263	204	1474	1251	433	970	1260	661	300	167	83	14	1420	273	446	250	388	1182	226	25	165	45	89	302	233	340	55	186	269	532	44	524	86	899	2098	126	80	136	297	74	34	200	174	126	104	243	384	346	2408	446	135	286	99	866	422	141	23	223	27	94	189	120	148	811	37	33	73	88	221	307	36	31	18	31	58	76	223	79	59	1327	1379	157	60	51	97
Staphylococcus aureus	1280	S	1529	965	8700	1049	370	3615	2669	6135	8060	2080	4425	558	1132	901	2043	1862	1097	1519	942	1502	4390	9368	616	1255	1319	1729	4554	6760	3190	402	3530	1942	16199	3018	6871	5696	786	1407	1622	2577	9458	1122	1543	972	548	1994	42301	542	5073	6569	40190	8452	2864	2310	13271	3123	1256	4761	4871	635	2210	28791	8790	5127	4470	3964	1067	765	420	23482	1005	1455	436	540	11504	2315	5076	8200	17340	1510	11169	6132	8675	19344	3803	533
Staphylococcus hominis	1290	S	284	1150	141	7037	697	88	1752	416	403	328	243	69	289	477	165	291	558	615	392	330	84	76	15	60	139	576	1252	51	310	105	374	44	220	169	475	669	83	51	169	170	154	25	99	284	79	88	451	44	62	4388	14440	869	326	138	705	750	69	332	302	303	87	282	1205	578	857	61	117	105	50	312	138	19	20	121	4265	94	64	257	2725	76	1355	328	563	510	120	145
Staphylococcus warneri	1292	S	162	649	57	304	250	59	253	345	507	81	128	22	8	1158	118	300	138	94	390	89	15	36	43	503	66	26	241	25	199	140	829	123	219	24	863	2436	264	35	123	2030	47	15	125	192	262	6	98	90	396	3667	356	70	55	33	288	184	86	45	85	98	28	162	55	26	1058	6	38	232	45	175	272	8	18	6	45	57	16	281	72	21	1797	120	62	55	25	153
Staphylococcus cohnii	29382	S	87	457	45	393	376	19	387	95	125	20	27	18	18	56	40	53	56	66	227	56	12	0	0	28	90	452	42	0	0	25	20	0	117	11	60	626	40	11	9	81	18	0	40	0	0	34	40	29	28	161	44	10	5	47	640	26	0	0	72	92	0	31	0	27	90	0	5	19	17	14	43	0	11	0	20	11	0	14	0	0	43	69	11	7	52	0
Staphylococcus haemolyticus	1283	S	79	327	76	236	93	54	133	121	97	49	193	17	26	33	48	117	39	108	49	47	102	33	14	21	77	319	110	52	176	66	55	14	101	66	127	321	47	75	14	122	107	17	33	12	20	52	464	40	180	41	1008	792	46	71	1137	117	37	116	173	134	27	252	97	70	147	0	10	73	8	71	90	22	23	24	344	79	63	36	3962	11	574	137	188	1303	95	29
Staphylococcus casei	201828	S	64	220	23	97	85	5	34	90	122	26	8	0	0	0	10	0	18	10	202	7	9	0	0	0	12	7	0	0	0	0	52	11	0	0	62	123	5	0	18	34	10	0	42	0	13	0	0	0	0	188	30	17	23	7	2715	11	0	0	0	0	0	61	8	0	30	0	0	0	9	0	60	0	5	0	0	0	0	21	10	59	131	18	14	9	0	13
Staphylococcus pasteuri	45972	S	55	81	7	27	85	5	154	157	74	48	27	5	0	297	84	215	66	36	200	28	0	42	30	16	11	19	122	25	68	16	586	0	99	18	652	447	226	22	71	1485	31	8	80	73	216	160	118	45	76	1007	172	27	23	27	107	30	39	6	278	186	0	11	17	39	186	0	25	21	22	26	43	8	0	5	17	27	14	222	19	0	371	31	57	44	23	73
Staphylococcus condimenti	70255	S	39	88	41	19	39	51	64	62	101	30	45	11	6	0	141	23	0	13	0	0	62	0	5	6	15	29	129	149	22	0	46	19	10	53	38	7	41	99	7	170	82	18	0	0	0	70	52	0	0	44	145	9	23	16	178	49	11	0	128	0	26	102	109	105	204	0	18	0	0	75	15	17	9	0	53	38	136	63	91	23	95	93	38	152	91	5
Staphylococcus sp. SB1-57	2813777	S	38	0	0	270	0	0	0	0	0	25	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. AntiMn-1	1715860	S	48	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2597	0	0	71	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	128	14	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. T93	2799681	S	1121	0	978	0	0	2691	0	2921	4373	0	1958	0	0	0	0	2027	716	0	0	0	1320	0	0	0	0	0	4725	4127	0	0	2974	1273	0	3354	0	0	1284	2439	0	3478	2650	1012	0	0	0	2341	19201	0	0	0	6139	0	1522	758	0	0	0	0	0	0	1081	9979	13643	1729	0	0	1366	0	0	1979	0	927	260	0	4379	453	4142	1183	16960	1405	3460	1030	1686	6814	681	1101
Staphylococcus xylosus	1288	S	22	198	18	106	125	21	63	82	55	59	12	0	0	94	15	92	8	11	60	5	0	19	43	0	0	62	26	0	7	0	163	14	379	24	169	1185	7	0	27	0	21	6	36	14	15	23	20	5	89	264	99	22	17	13	2732	36	0	0	0	0	0	44	0	22	46	0	0	14	81	15	11	7	7	0	0	0	8	51	15	0	43	149	14	27	0	24
Staphylococcus pseudintermedius	283734	S	16	0	154	0	0	113	85	173	249	61	170	17	57	10	44	101	54	63	52	35	107	15	8	25	23	42	173	149	39	0	103	37	13	132	47	33	33	67	22	90	168	74	0	35	14	66	849	5	23	40	439	67	75	130	377	127	24	135	88	18	102	541	232	133	39	30	45	11	6	152	13	108	23	14	179	94	152	127	266	24	258	205	105	214	109	15
Staphylococcus arlettae	29378	S	11	18	21	19	0	18	0	5	0	5	19	12	0	0	0	12	0	23	0	5	0	0	0	6	0	61	17	10	0	0	5	8	0	14	8	0	0	6	0	8	5	5	0	0	0	0	0	30	0	0	18	0	45	0	721	14	0	0	7	0	13	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	13	5	19	0	0	10	5	11	0	0
Staphylococcus nepalensis	214473	S	9	0	30	0	0	35	0	32	90	29	27	0	0	0	20	24	0	7	45	0	86	11	0	6	11	0	29	33	0	0	29	11	0	38	27	223	13	25	0	88	30	13	0	0	0	27	38	0	0	249	120	0	14	32	1280	37	24	11	21	8	28	260	34	50	20	0	0	0	0	37	18	6	9	6	38	28	69	18	73	10	69	62	17	36	20	0
Staphylococcus saccharolyticus	33028	S	8	71	0	0	21	0	44	29	8	7	8	6	0	0	15	14	11	10	36	0	0	5	12	0	0	9	5	5	0	39	0	10	16	10	67	137	9	16	10	0	0	0	0	0	18	0	21	61	0	161	52	0	42	0	33	17	0	0	46	0	0	14	6	18	17	0	0	0	16	34	37	0	7	7	26	0	0	80	32	9	0	0	0	17	0	0
Staphylococcus saprophyticus	29385	S	8	0	13	37	0	7	57	34	201	57	62	16	14	11	18	0	63	300	13	30	0	25	0	31	155	3431	28	7	14	0	46	25	77	11	45	1068	47	6	13	110	22	0	0	0	12	14	53	0	55	390	102	0	0	41	2471	83	0	0	45	59	56	16	10	23	94	0	0	30	38	29	95	0	7	0	33	0	6	0	21	13	0	145	6	29	18	11
Staphylococcus equorum	246432	S	10	508	35	97	457	23	270	55	104	38	8	15	0	0	14	69	25	0	0	77	0	0	28	0	14	95	17	0	0	0	66	0	0	0	78	1059	0	31	24	25	16	0	24	0	12	0	122	0	117	576	0	55	38	10	258347	104	0	0	96	0	47	51	0	33	16	0	0	0	25	35	0	0	0	0	65	17	0	29	184	20	83	368	39	0	35	18
Staphylococcus debuckii	2044912	S	5	0	26	0	0	28	0	32	96	5	30	0	0	0	20	6	6	0	0	0	38	0	0	0	6	0	25	30	0	0	14	5	0	21	5	178	6	16	0	14	37	7	0	0	0	10	57	0	0	0	41	0	5	20	120	0	0	6	14	0	6	101	26	33	14	0	0	0	0	34	0	7	6	0	65	16	33	13	13	0	14	19	28	26	28	0
Abyssicoccus albus	1817405	S	174	82	28	115	19	27	1430	78	32	145	84	8	20	37	138	33	51	63	259	16	5	57	5	8	43	23	30	93	79	13	93	5	54	139	48	5	9	25	26	45	36	32	28	6	16	441	553	154	58	10	127	16	139	21	159	184	17	18	315	39	31	218	42	65	38	128	22	0	0	23	1891	9006	5	0	17	403	38	76	26	14	324	88	47	171	5	24
Jeotgalicoccus sp. WY2	2708346	S	72	0	0	197	0	0	0	41	32	12	102	0	0	28	0	39	0	0	0	89	14	11	0	0	0	0	0	0	0	0	24	0	122	17	0	0	0	0	0	15	0	0	0	0	0	80	0	0	13	0	272	0	0	10	55	42	0	0	0	0	0	1217	36	16	42	44	0	0	0	0	0	120	0	0	0	0	22	20	0	13	0	39	17	0	11	0
Jeotgalicoccus sp. ATCC 8456	946435	S	20	0	72	122	57	50	70	63	47	35	130	16	0	0	7	11	15	31	0	88	8	8	0	0	26	27	28	43	0	25	47	0	0	30	14	9	14	36	18	54	55	22	0	0	0	16	0	0	0	27	400	0	31	9	39	57	14	0	0	0	21	2385	69	23	11	0	0	0	0	36	0	0	0	0	17	26	62	67	57	8	384	69	16	43	14	0
Jeotgalicoccus saudimassiliensis	1461582	S	33	0	0	137	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mammaliicoccus sciuri	1296	S	10	9	0	0	0	0	0	0	21	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	27	0	0	0	0	28	6	0	0	0	9	114	11	0	17	0	33	106	0	0	177	0	0	0	5	0	0	58	7	13	21	0	13	6	7	0	0	0	0	0	18	0	11	8	239	0	0	0	7	54	0	0
Mammaliicoccus vitulinus	71237	S	5	15	14	0	0	7	83	0	40	0	24	0	0	100	0	76	0	0	0	0	5	0	0	0	0	0	10	13	8	0	0	0	0	6	21	0	0	0	0	0	0	0	0	0	7	0	15	0	0	0	12	6	0	0	310	24	25	0	10	0	10	10	15	24	92	0	0	0	0	41	15	0	0	0	0	0	26	9	12	20	29	59	13	12	13	0
Bacillus cereus	1396	S	2935	2688	26994	781	1411	24845	1501	27160	29367	12124	14988	3725	2530	2259	3445	29721	10033	5012	83	4522	19248	7181	4310	3681	4309	8268	18441	24332	21090	779	35450	10534	7215	25818	2816	4773	3071	9894	4435	19369	43767	7010	1626	1308	1265	8836	22053	362	1908	4024	11987	1504	8278	9836	304	17458	1873	109333	7078	1903	14576	100742	48907	36389	7296	14860	10126	4790	3512	39061	5621	8818	2259	1454	24309	6274	45053	27599	21918	11774	14871	25923	20985	19603	7070	1769
Bacillus thuringiensis	1428	S	14646	0	5021	0	0	8192	2549	16964	39833	2102	1321	1473	2878	28	5012	2081	1639	856	45	208	9906	634	324	2738	1417	552	11556	3130	767	61	1864	1127	521	11393	1987	1527	389	711	529	2993	19455	589	904	32	2978	5617	7053	209	546	262	4486	799	1984	10205	0	1353	867	2685	3666	813	2280	34130	4000	14325	895	1949	6167	1981	1145	6978	1024	4207	2375	573	3536	9431	3161	6294	7002	1245	8319	8470	1693	4607	18901	116
Bacillus anthracis	1392	S	6517	0	24042	0	732	22801	3943	15998	35834	8154	8609	2356	2194	633	23315	9774	4518	10692	0	3869	59261	2548	326	1621	2260	7831	30544	51999	9133	175	16354	6569	770	27114	5653	20711	4126	10469	4736	9988	31787	6709	294	2726	1645	17102	57740	648	2160	1012	15150	1315	10070	13551	11	11376	13819	26377	15510	1911	7864	232017	28764	15830	4767	4399	5392	2734	830	21646	4917	5854	3455	2868	16011	7121	32464	10540	29045	8544	38897	9056	13539	31417	8093	1610
Bacillus wiedmannii	1890302	S	47	0	501	0	0	610	70	432	294	160	137	37	26	0	203	269	106	66	0	62	104	101	9	23	23	108	526	2493	11	16	392	257	141	1081	153	321	47	96	100	498	384	123	22	23	19	938	26	57	0	0	432	8	520	21	0	312	118	0	576	0	237	237	1013	83	251	0	21	0	42	622	7	9	0	28	11	23	2077	163	665	402	1742	565	135	1393	94	42
Bacillus mycoides	1405	S	12	0	58	0	0	29	0	23	72	30	36	0	13	11	5	26	20	12	0	11	37	0	0	7	6	9	32	38	0	0	46	0	0	19	10	7	8	12	14	30	60	0	0	0	0	24	34	0	0	0	75	16	34	25	0	27	6	29	11	0	13	170	21	41	0	11	22	0	0	38	7	23	0	0	16	18	51	19	25	10	23	22	14	26	24	6
Bacillus luti	2026191	S	6	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	7	0	0	0	0	0	0	0	10	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	12	7	10	0	0	0	0	0	0	0
Bacillus pseudomycoides	64104	S	5	0	73	0	0	22	0	34	22	19	28	6	0	0	30	6	0	26	0	0	9	0	0	5	27	11	8	139	26	0	16	6	0	39	0	9	30	71	7	166	34	12	0	0	0	50	40	7	0	35	41	0	0	23	0	16	5	10	24	0	14	149	39	6	0	0	0	0	0	12	6	0	6	0	16	9	60	8	66	15	83	37	22	80	37	0
Bacillus velezensis	492670	S	648	0	3949	0	11	3730	447	4246	7181	3141	5135	642	582	507	1934	1303	726	1316	29	497	4367	697	335	469	1035	856	3070	5974	1250	47	3733	1061	161	3898	1041	620	541	1629	794	3065	6509	1309	310	201	326	2248	3898	324	480	917	3489	333	1705	1813	25	4369	1131	2183	2880	318	2768	25444	4859	3615	690	960	752	300	140	3206	462	1128	356	318	2705	1485	5247	2729	3542	1210	4197	3549	2198	4138	2405	234
Bacillus amyloliquefaciens	1390	S	90	0	1411	0	0	1059	140	1206	1801	1132	859	258	357	281	428	440	554	204	0	126	1517	135	40	199	243	707	1639	3049	883	0	1182	839	112	1893	232	94	304	283	478	1683	1555	388	28	36	55	3846	2064	30	25	79	500641	157	885	736	0	2449	446	4874	624	80	805	6533	2515	916	371	832	311	162	308	1569	103	736	39	120	941	428	3044	746	763	492	1374	1163	1092	1903	556	78
