H_TT1	H_TT2	H_TT3	H_TT5	H_TT7	H_TT11	H_TT12	H_TT16	H_TT20	H_TT21	H_TT23	H_TT24	H_TT28	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81	H_BP1	H_BP4	H_BP5	H_BP7
Alicyclobacillus acidocaldarius	0	0	7	0	0	0	121	13	0	0	5	161	104	0	0	271	323	0	342	6	346	0	40	0	0	0	0	0	0	16
Peptoniphilus ivorii	0	18	327	0	0	8	4111	41	670	10	13	857	125	6	0	11685	4589	22	27	0	1190	175	1304	171	0	33	0	0	0	654
Murdochiella vaginalis	6	0	212	0	0	0	198	0	0	15	0	123	11	0	0	697	218	0	0	0	251	6	1287	33	0	0	0	0	0	529
Dialister succinatiphilus	0	0	2446	0	69	0	25487	0	7792	54	314	24358	15642	274	25	54793	37917	26	79207	2276	29715	974	12138	94	0	0	469	0	0	5579
Dialister pneumosintes	0	0	2009	0	71	15	13753	0	9508	22	397	16017	9439	217	0	27617	25697	26	48550	2085	18216	250	10679	69	0	0	555	21	55	2190
Megasphaera hexanoica	0	0	189	8	0	24	2243	28	3693	0	30	2220	3959	179	15	12660	5724	12	6072	459	3460	3064	4143	216	0	194	593	0	0	1742
Methylomusa anaerophila	0	0	11	0	0	0	640	0	278	0	0	441	251	0	0	1913	551	0	2433	15	667	93	174	23	0	0	8	0	0	374
Selenobaculum gbiensis	0	0	31	51	0	16	1790	0	840	0	0	218	62	60	0	3325	499	44	1659	33	2111	1084	197	36	0	143	41	0	0	751
Selenomonas sputigena	0	31	113	0	53	24	940	39	1630	0	23	1657	943	30	0	1287	2537	24	1077	247	1009	91	469	35	0	16	115	12	0	53
Peptostreptococcus sp. CBA3647	0	10	115	0	0	0	32	18	1050	24	628	307	0	14	0	420	2946	0	966	55	0	274	7032	0	0	0	179	0	0	950
Mageeibacillus indolicus	0	0	6	84	0	7	48	20	10	12	0	67	0	6	0	74	85	19	34	0	33	12	19	444	62	0	0	72	0	25
Blautia sp. SC05B48	0	0	0	0	0	0	64	0	0	0	0	66	0	39	0	0	0	13	89	62	0	225	29	0	0	0	0	0	0	92
Butyrivibrio proteoclasticus	0	0	0	0	0	0	384	0	17	0	7	327	0	0	0	33	73	0	46	76	199	0	94	0	0	0	0	0	0	114
Epulopiscium sp. _N.t. morphotype B_	0	6	17	0	6	15	92	21	133	0	13	32	26	0	0	3659	826	12	32	0	647	16	227	109	9	0	9	0	0	7163
Mycoplasma feriruminatoris	0	0	19	16	0	57	44	16	0	0	0	26	0	8	8	19	7	134	10	14	104	82	18	74	31	0	32	0	0	94
Klebsiella variicola	44	0	18	0	0	15	88	11	64	0	0	170	0	0	0	51	9	19	106	0	33	145	59	16	40	32	0	0	0	139
Haemophilus influenzae	0	30	0	0	254	34	24	0	184	0	0	0	42	0	0	0	0	0	0	0	125	47	42	0	34	59	23	0	0	111
Aggregatibacter actinomycetemcomitans	0	0	16	21	0	48	116	85	0	0	0	20	0	0	0	19	0	15	49	0	25	69	193	0	7	0	27	0	12	0
Candidatus Methylospira mobilis	0	0	0	27	0	0	0	5	7	0	0	6	0	6	0	167	203	14	11	379	0	30	28	521	11	0	65	0	0	0
Enhydrobacter sp.	7	19	0	0	0	0	0	108	0	50	0	32	65	0	0	0	0	0	50	0	0	47	0	0	0	0	0	0	0	18
Candidatus Hodgkinia cicadicola	0	0	59	146	8	16	109	84	22	15	0	60	28	5	6	21	13	38	33	10	24	31	9	11	71	0	9	0	0	30
Azospirillum baldaniorum	0	0	35	0	0	26	178	118	98	0	0	156	0	0	0	220	253	0	0	0	0	80	117	0	13	0	0	0	0	13
Sphingomonas sp. LK11	0	17	0	0	0	0	0	391	0	30	0	0	0	0	0	16	0	0	65	0	750	323	0	0	50	0	0	0	0	0
Sphingomonas paucimobilis	0	0	0	0	0	0	176	0	53	21	0	38	214	0	0	15	43	32	103	0	37	58	818	33	0	24	109	0	0	89
Taylorella equigenitalis	0	49	31	241	0	147	302	464	0	0	0	6	0	0	0	315	326	75	614	0	204	211	327	0	63	0	0	0	0	19
Aquincola tertiaricarbonis	0	8	0	0	53	10	38	42	35	0	25	17	0	11	0	0	0	0	24	0	0	393	29	34	16	25	112	79	23	94
Burkholderia thailandensis	0	1661	845	0	0	479	5661	3474	0	0	0	4044	0	0	0	0	4063	1676	4855	0	3406	3673	3584	14693	0	0	0	0	0	1561
Candidatus Ichthyocystis hellenicum	0	12	0	50	0	0	0	20	57	0	0	97	0	5	0	188	189	14	35	44	46	69	0	1062	0	0	28	7	0	51
Tepidimonas taiwanensis	152	105	13	0	0	1834	26	40	281	0	0	130	304	0	0	67	96	0	211	0	1422	6160	783	489	1000	134	0	37	80	20
Neisseria meningitidis	0	70	0	75	0	24	29	625	27	187	19	362	0	0	0	6718	82	90	2075	124	85	974	126	3082	0	100	0	0	42	183
Prevotella sp. Rep29	0	0	29	0	0	0	384	0	37	0	0	522	0	0	0	44	1207	0	21	27	759	0	256	7	0	0	29	0	0	38
Prevotella sp. oral taxon 475	0	0	60	14	7	0	1550	21	204	8	33	2075	37	0	0	142	4785	10	118	179	4459	23	1793	13	0	8	48	0	23	146
Prevotella sp. E13-17	0	0	0	0	0	0	103	0	23	0	0	62	25	0	0	84	109	0	33	0	170	0	44	0	0	0	24	0	0	0
Hoylesella enoeca	10	12	76	0	0	0	480	17	139	0	0	1233	132	13	0	83	2202	0	1073	22	1642	0	416	0	0	52	154	0	0	123
Pseudoprevotella muciniphila	10	11	22	0	0	17	437	36	184	0	25	404	0	0	0	20	915	0	31	59	1477	16	371	0	0	24	20	0	17	103
Paraprevotella xylaniphila	0	0	6	0	0	0	439	10	29	0	0	374	0	0	0	36	746	0	6	62	1230	0	531	0	0	0	26	0	0	28
Salinivirga cyanobacteriivorans	0	0	14	0	0	0	186	0	207	0	17	352	236	0	0	391	420	0	641	35	515	0	160	0	0	0	0	0	0	8
Pseudocnuella soli	0	0	0	11	0	0	36	80	20	0	0	0	125	0	0	0	0	0	131	0	45	4214	0	0	0	19	0	0	38	0
Flavisolibacter ginsenosidimutans	0	0	0	15	0	0	0	12	0	0	0	14	0	20	0	62	0	0	30	0	323	329	0	0	0	0	0	0	0	21
Leptospira kobayashii	0	16	0	11	0	53	20	0	0	0	14	27	0	0	0	113	0	251	46	36	53	142	18	70	0	0	21	0	0	53
Helicobacter pylori	6	9	16	0	11	15	2089	2528	29	2445	0	77	6798	22	0	28	22	22	1872	0	0	97	1024	9	84	0	0	0	0	333
Fusobacterium polymorphum	0	0	416	0	0	175	4667	260	2210	170	0	193	1546	0	0	43	2635	57	2085	5633	9376	264	0	204	0	0	0	0	0	215
Fusobacterium canifelinum	0	0	5	0	357	0	0	0	653	162	0	0	1044	0	0	0	976	0	21	967	4500	0	0	0	0	0	256	0	0	0
Fusobacterium vincentii	0	194	17	0	0	12	477	165	864	839	0	119	2086	0	0	0	982	7	210	1086	6326	8	0	21	0	0	0	0	0	8
Granulicella sp. WH15	0	0	0	0	0	0	369	8	108	0	0	212	141	0	0	248	154	0	224	15	221	39	68	0	0	0	0	0	0	0
Luteitalea pratensis	0	29	8	5	8	38	256	46	124	0	0	112	0	0	0	72	126	12	0	0	243	59	107	46	13	0	19	0	0	40
Aspergillus puulaauensis	21	55	0	10	0	44	107	105	23	127	83	59	26	42	0	0	0	15	3846	20	595	1333	536	58	101	13	114	0	48	275
Plasmodium relictum	203	47	0	0	0	69	32	152	5	154	0	100	42	17	0	1700	22	0	605	0	198	623	79	46	0	22	0	0	25	108
Toxoplasma gondii	142	138	0	9	0	91	168	184	0	34	0	152	54	0	0	391	18	0	491	8	412	220	125	23	22	0	0	24	0	0
Methylobacterium brachiatum	36	0	0	0	0	0	0	57	16	55	0	0	234	0	0	0	0	0	61	18	8	134	0	0	165	0	0	0	0	0
Sphingomonas sp. CL5.1	0	0	0	0	0	73	0	248	0	18	0	0	0	0	0	0	0	0	69	0	1029	183	317	0	29	0	97	0	0	0
Comamonas terrigena	21	29	7	15	0	52	17	58	0	23	57	15	0	0	0	0	0	0	84	64	0	488	96	0	150	8	0	0	25	17
Pseudoduganella armeniaca	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	588	36	0	0	0	0	0	0	0
Telluria mixta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2656	0	229	206	310	0	0	0	0	0	0	28
Piscinibacter sp. XHJ-5	0	0	0	0	0	37	45	0	0	0	0	0	0	0	0	0	0	0	95	0	0	251	27	0	0	9	0	0	0	0
Nocardioides sambongensis	0	0	0	0	0	0	2474	0	0	0	0	38	0	0	0	111	81	0	67	0	425	0	0	0	0	0	0	8	17	53
Micrococcus sp. SL257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	0	235	0	0	0	0	0	0
Corynebacterium jeddahense	0	9	0	7	0	19	114	427	20	0	7	103	56	8	0	155	20	7	49	0	125	50	340	803	5	91	20	14	18	118
Corynebacterium atypicum	0	0	0	6	0	0	1160	19	261	85	0	47	129	16	0	349	455	22	222	0	2377	46	0	29	10	7	0	0	0	2279
Rhodococcus qingshengii	0	0	0	0	0	0	129	3728	58	0	0	76	92	0	0	50	0	0	76	0	451	331	56	125	0	0	0	0	0	83
Staphylococcus pettenkoferi	9	5	71	112	0	28	114	34	39	0	0	12	0	5	5	27	10	5	66	0	41	381	17	12	26	20	17	0	79	107
Caproicibacterium amylolyticum	0	0	10	0	0	0	56	14	85	0	0	250	69	0	0	140	654	0	135	39	0	26	51	0	0	0	0	0	0	0
Veillonella dispar	0	0	0	0	0	0	939	0	66	0	0	125	0	0	0	0	0	119	0	139	1228	84	0	0	0	0	0	0	0	94
Selenomonas ruminantium	0	0	8	0	0	0	127	0	207	0	0	17	0	0	0	435	146	0	16	0	82	9	134	9	0	0	0	0	0	402
Phascolarctobacterium faecium	0	0	37	0	0	0	1158	0	1039	0	33	846	820	19	0	577	1013	0	826	101	1576	67	279	0	0	0	32	0	0	72
Leptolyngbya sp. BL0902	20	0	0	11	0	11	10	250	0	0	14	0	0	0	0	0	0	0	19	0	5019	444	14	0	0	0	0	0	0	9
Phocaeicola coprophilus	0	0	0	0	0	0	374	54	14	0	0	121	0	0	0	0	0	0	9	51	67	0	178	0	48	16	0	43	0	62
Hymenobacter sublimis	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	149
Fusobacterium pseudoperiodonticum	58	41	12	0	0	0	47	10	52	34	0	7	63	0	0	0	130	6	10	92	736	333	22	0	12	10	23	0	16	38
Leptotrichia sp. oral taxon 212	16	33	55	11	58	15	0	115	14	12	6	138	0	0	0	10	0	0	38	0	120	36	51	0	72	26	0	0	7	67
Gemmata obscuriglobus	0	22	0	9	0	0	0	0	65	192	0	45	0	0	0	0	0	0	66	0	661	94	37	0	16	0	0	9	0	40
Luteitalea sp. TBR-22	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	71	0	0	153	0	0	356	212	0	0	0	0	20	0	0
Schaalia radingae	0	0	0	86	0	0	23065	22	41	9	0	20	71	0	0	625	1130	0	8	0	1677	13	0	16	7	0	0	26	0	125
Fannyhessea vaginae	0	0	14033	0	0	0	9451	38	103	0	0	86322	0	21	0	360452	1656	8	2704	140	281	88	367	0	10	0	8143	0	0	93
Thermophilibacter immobilis	0	0	19	0	0	0	41	0	80	0	0	215	0	0	0	92	602	0	497	0	0	0	185	0	0	0	0	0	0	27
Aerococcus viridans	57	157	0	14	0	0	789	0	0	0	120	0	0	0	0	0	0	0	0	53	0	87	0	0	0	0	195	139	0	0
Veillonella atypica	83	0	0	5	0	0	31	55	5621	0	1203	7065	31035	418	29	14746	2656	2774	1277	22393	1588	64246	55	463	0	835	1205	0	58	3444
Megasphaera stantonii	0	0	123	0	0	0	849	0	1088	15	8	293	183	147	0	6207	882	0	3721	114	532	2039	1564	66	0	200	37	0	0	1953
Acutalibacter muris	0	0	132	0	0	0	471	6	786	0	20	682	531	9	0	934	2556	5	1332	186	939	0	760	0	0	0	34	0	0	0
Pseudoclostridium thermosuccinogenes	0	0	35	0	0	0	2639	0	0	0	0	888	0	0	0	5	651	0	0	0	0	52	104	0	0	0	0	0	0	68
Lachnospira eligens	0	0	0	0	0	0	35	189	5	0	0	812	0	11	0	34	0	0	84	0	169	310	51	5	0	6	0	0	0	5
Butyrivibrio crossotus	0	0	10	0	0	0	617	0	9	0	39	528	0	0	0	138	211	0	77	228	91	0	76	0	0	0	0	0	0	0
Filifactor alocis	7	109	0	0	0	24	396	12	0	0	11	15	0	0	0	33	229	0	18	14	999	36	38	12	15	23	28	0	0	244
Oscillatoria acuminata	0	0	0	0	0	0	90	29	57	0	0	11	116	0	0	7	113	0	9	0	54	53	12	0	0	0	0	0	0	49
Pseudomonas sp. FP215	0	38	0	292	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	262	0	0	0	46	0	0	0	0	0
Sphingomonas profundi	0	21	0	0	0	0	0	85	0	0	0	0	491	0	0	0	0	0	1055	0	184	76	0	21	0	10	0	0	0	0
Brevundimonas sp. Bb-A	0	60	0	0	0	0	0	373	90	0	25	689	0	0	0	0	32	0	373	0	721	98	0	36	10	0	0	53	0	0
Hydrogenophaga sp. PBC	49	10	0	0	0	113	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	366	44	0	94	15	0	0	0	14
uncultured Hydrogenophaga sp.	12	0	0	0	0	18	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	139	26	0	65	9	0	39	0	12
Rugamonas sp. DEMB1	0	30	0	0	0	0	0	0	0	0	0	21	0	0	0	56	59	0	179	49	14	0	24	212	0	0	0	0	0	29
Cupriavidus taiwanensis	24	26	0	0	0	0	20	60	0	0	10	333	0	13	0	700	190	0	0	0	145	137	17	37	0	0	0	0	0	72
Sutterella wadsworthensis	0	0	0	33	0	0	51	10	190	19	16	656	16	15	0	1256	622	18	68	108	0	0	10	1360	0	0	67	0	10	352
Bacteroides xylanisolvens	0	0	62	0	0	0	366	0	234	0	0	141	0	0	0	52	121	0	95	0	0	0	92	0	0	0	0	0	0	45
Empedobacter brevis	0	0	0	0	0	0	0	46	7	0	70	60	0	22	0	0	18	18	0	23	73	192	15	0	0	0	0	0	0	0
Aspergillus fumigatus	0	11	0	0	0	18	0	0	10	333	0	42	96	0	0	0	0	0	429	86	143	0	284	0	169	0	0	64	0	90
Scheffersomyces stipitis	10	23	0	20	0	0	88	166	0	0	39	93	0	0	0	0	0	5	91	0	20	151	261	0	0	14	0	5	11	0
Lactobacillus sp. ESL0684	886	1738	263	115	85	112	1549	198	0	0	0	207	0	0	0	275	0	227	101	39	445	141	124	31	173	0	58	0	0	77
Lactobacillus sp. ESL0681	0	0	0	0	0	36	4576	473	125	0	0	7696	0	0	0	231	1335	0	0	21	0	0	0	0	0	0	0	0	0	67
Exiguobacterium sp. U13-1	0	0	0	122	0	0	0	0	48	0	0	0	0	0	0	1033	296	49	553	0	0	0	0	2028	0	0	132	0	0	0
Veillonella rodentium	0	0	17	0	0	0	46	0	3094	0	0	42	34177	218	24	12195	2118	9	1372	333	618	6552	640	225	0	617	1393	0	0	2660
Megasphaera elsdenii	0	0	120	0	0	0	614	0	1371	0	39	53	376	69	0	5437	591	0	1338	0	219	843	1833	101	0	103	0	0	0	409
Pelosinus sp. UFO1	0	0	0	0	0	0	201	0	923	0	0	0	1578	88	0	3357	504	0	280	31	476	1881	11	0	0	241	136	0	0	726
Corynebacterium segmentosum	0	0	0	0	0	0	0	424	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0
Pseudonocardia sp. EC080619-01	0	0	182	0	0	247	3737	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	276	110	106	0	0	0	105	176
Olsenella sp. oral taxon 807	0	5	0	0	0	0	79	0	33	0	0	147	0	0	0	123	483	0	426	10	84	0	107	0	0	0	0	8	0	6
Mycoplasmopsis cynos	0	0	0	153	0	0	11	9	65	0	0	0	0	18	0	626	420	78	26	199	0	36	26	2092	0	0	194	0	0	13
Buchnera aphidicola	8	11	12	161	0	6	54	76	23	16	0	43	96	12	0	572	502	45	99	86	93	117	35	1963	0	12	145	0	9	22
Cellvibrio sp. PSBB006	0	0	0	40	0	0	0	33	34	0	9	31	0	21	0	184	243	14	27	107	0	437	0	923	0	15	6	0	12	20
Cellvibrio sp. KY-GH-1	0	0	64	0	0	158	22	114	0	0	0	0	0	48	0	0	0	28	0	0	0	0	0	0	29	0	0	0	0	0
Shewanella xiamenensis	20	0	0	0	0	0	7	0	0	23	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	47
Neisseria arctica	0	0	0	480	0	0	11	0	18	0	0	0	0	16	0	405	0	55	84	313	0	26	23	3147	0	0	124	0	0	0
Simonsiella muelleri	0	18	0	91	0	0	0	7	24	7	0	23	0	0	0	218	994	43	48	367	0	0	18	2224	0	0	18	0	0	21
Aquella oligotrophica	0	0	8	14	0	0	14	0	39	0	7	170	0	5	0	117	233	23	6	217	0	0	0	1180	5	0	0	0	0	159
Kingella potus	0	10	23	33	0	0	125	43	0	0	0	68	0	0	0	0	82	50	16	37	10	0	11	0	0	0	0	36	0	0
Chitinimonas koreensis	0	9	0	238	0	0	0	15	111	0	18	0	0	0	0	0	0	36	65	400	0	0	31	4287	0	0	0	0	0	0
Advenella alkanexedens	0	0	0	82	0	0	0	0	17	0	0	0	0	0	0	326	876	87	11	0	0	27	17	2326	0	0	33	0	0	0
Bordetella parapertussis	0	0	19	0	0	0	91	42	0	0	0	117	0	0	0	48	116	54	0	0	0	30	0	0	73	0	0	0	0	0
Sulfurimicrobium lacus	0	0	0	167	0	0	0	0	0	0	0	20	0	20	0	139	150	17	54	143	0	0	0	1253	0	8	0	0	0	0
Saccharomycodes ludwigii	0	116	0	0	0	8	35	189	0	0	0	0	0	0	0	0	0	0	45	16	196	0	72	0	13	0	0	25	0	0
Pochonia chlamydosporia	0	18	0	0	0	0	220	241	36	438	19	83	388	12	0	7	9	0	1497	21	319	90	5060	94	73	74	92	625	0	125
Colletotrichum lupini	202	17	0	0	0	0	140	102	134	0	85	136	72	0	0	201	0	0	469	0	340	371	1546	122	989	24	0	25	0	285
Cellulomonas sp. ATA003	39	0	0	11	0	0	30	9	0	0	0	161	0	0	0	15	0	0	255	0	191	29	0	0	25	0	15	0	0	49
Corynebacterium canis	0	7	0	0	0	12	301	195	78	22	6	0	0	0	0	89	135	12	34	0	839	421	5	720	0	6	0	0	0	491
Limnobacter sp. SAORIC-580	13	0	22	0	0	0	15	218	20	0	5	50	62	30	0	0	0	0	26	0	111	1289	7	0	0	0	0	0	0	46
Prevotella jejuni	0	0	21	0	0	0	295	29	189	29	15	228	533	0	0	238	973	0	106	36	735	8	159	0	0	0	41	0	0	140
Hymenobacter swuensis	0	0	0	0	0	0	18	70	0	0	0	0	0	0	0	0	0	0	12	0	123	115	0	437	7	0	0	179	0	0
Fusobacterium nucleatum	0	0	24	0	0	0	71	0	353	787	0	0	1200	0	0	17	1925	6	254	638	4284	0	164	9	0	40	149	55	13	36
Fusarium venenatum	0	77	44	0	0	47	2145	574	63	1043	272	183	0	0	0	82	0	0	1089	98	637	3465	3543	62	130	59	0	149	0	295
Candida orthopsilosis	0	0	0	0	0	0	114	21	0	0	0	0	0	0	0	0	0	0	95	0	0	0	174	0	29	12	23	0	27	178
Schizosaccharomyces osmophilus	0	48	0	0	0	15	299	226	0	301	52	437	89	25	0	0	10	0	732	0	499	163	1136	34	19	0	0	68	0	71
Halalkalicoccus jeotgali	7	0	0	0	0	0	0	29	0	0	0	11	0	0	0	0	0	0	0	0	116	76	130	10	10	13	6	0	9	0
Staphylococcus sp. NRL 22/194	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	69	72	0	0	0	0	96	0	0	0	0	0	0
Paenibacillus sp. YPG26	0	0	11	0	0	0	69	0	242	0	0	216	162	0	0	437	422	0	457	46	231	0	194	0	0	0	0	0	0	0
Dialister massiliensis	0	0	0	0	0	0	27597	33	14244	35	0	25499	16680	0	0	13450	42743	0	7729	2462	35056	1359	6266	0	0	0	979	0	0	0
Blautia liquoris	0	0	14	0	0	0	1605	0	60	0	16	1072	0	0	0	56	311	0	114	301	378	0	192	0	0	0	0	0	0	45
Anaerocolumna chitinilytica	0	0	0	0	0	0	432	0	0	0	23	269	0	0	0	0	102	0	44	79	445	18	50	0	0	0	0	0	0	0
Anaeropeptidivorans aminofermentans	0	0	17	0	0	0	261	0	37	14	9	333	0	0	0	22	178	9	42	127	152	10	72	0	0	0	0	0	0	12
Candidatus Formimonas warabiya	0	0	0	0	0	0	544	0	46	0	0	16	1416	0	0	131	218	126	0	0	133	12	0	43	9	0	232	0	0	109
Vaginimicrobium propionicum	0	0	0	0	0	0	15702	40	55	0	0	221	77	0	7	494	375	15	13	0	1848	29	12	29	0	0	0	0	0	0
Microbacterium sediminis	11	62	0	0	0	118	0	120	0	0	0	53	45	0	0	0	0	0	28	0	0	2045	60	70	8	0	0	0	34	0
Corynebacterium aquatimens	9	0	0	0	0	0	150	113	54	96	0	0	141	0	0	18	34	0	0	0	484	27	12	147	11	0	0	0	0	539
Lancefieldella parvula	0	0	44	25	0	0	345	0	71	0	0	596	0	15	0	189	1185	0	1972	70	287	0	176	0	0	0	28	0	0	189
Parafannyhessea umbonata	0	0	75	0	0	0	147	0	28	0	0	493	0	0	0	288	1787	0	2153	23	0	0	232	0	0	0	0	0	0	165
Phoenicibacter congonensis	0	0	20	0	0	0	175	0	64	0	0	135	0	0	0	22	312	0	408	35	94	0	116	11	0	0	64	17	0	7
Leptolyngbya sp. 7M	12	76	0	0	0	33	14	129	30	95	53	320	102	10	0	6	0	6	504	5	2750	2787	28	48	17	19	0	0	0	39
Trichocoleus desertorum	0	0	0	0	0	51	0	9	0	0	0	12	0	0	0	0	191	0	0	0	351	132	38	0	0	0	0	0	0	20
Deinococcus ficus	0	5	14	15	0	0	22	755	0	0	0	15	55	0	0	0	0	65	88	9	0	399	38	19	0	20	0	0	0	55
Enterobacter sp. T2	0	83	0	0	0	0	0	367	0	56	0	58	370	0	22	0	0	0	2736	0	0	0	1275	111	7962	0	0	0	0	380
Candidatus Fukatsuia symbiotica	0	0	0	0	0	0	65	0	184	0	0	167	128	0	0	196	253	0	186	18	264	0	81	0	0	0	21	0	0	0
Comamonas thiooxydans	0	0	21	51	0	0	16	0	0	15	0	32	0	0	0	0	32	33	26	0	0	0	0	0	33	0	0	100	13	102
Hydrogenophaga sp. NH-16	104	39	0	240	10	0	29	452	0	76	132	392	0	26	28	0	0	0	325	52	33	882	121	0	30	49	178	106	0	15
Variovorax sp. PAMC 28711	0	22	0	0	0	0	0	0	0	0	0	71	0	0	159	0	0	0	162	0	0	0	0	0	0	0	0	87	0	0
Massilia sp. MB5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	78	0	72	349	175	0	0	0	0	0	0	0
Massilia putida	0	0	0	0	0	0	0	63	0	0	63	30	0	0	0	0	0	0	2779	0	30	571	351	77	10	0	0	0	0	60
Janthinobacterium sp. 17J80-10	0	0	0	0	0	0	0	181	0	0	0	13	0	0	0	0	0	0	286	0	0	991	0	0	0	0	0	0	0	11
Burkholderia mallei	0	0	0	0	0	0	83	153	0	0	0	0	0	0	0	0	312	0	151	0	0	53	0	0	194	0	0	0	0	29
Sutterella faecalis	0	0	34	0	0	0	496	8	288	0	12	1437	0	31	0	4155	1577	0	359	24	78	0	24	44	0	0	0	0	0	404
Pikeienuella piscinae	152	0	10	0	0	0	14	70	0	0	0	20	0	0	6	0	0	0	0	0	0	88	72	0	0	9	0	0	0	0
Pontibrevibacter nitratireducens	0	0	39	0	0	0	0	94	0	0	0	88	0	0	0	0	0	0	138	0	0	89	79	29	0	0	0	0	0	0
Sphingomonas sp. SUN019	0	0	0	0	0	0	0	77	0	17	0	31	0	0	0	0	0	0	150	0	471	79	0	0	14	0	0	0	0	0
Roseomonas fluvialis	38	22	0	0	0	10	0	19	330	0	81	0	5709	0	0	0	0	0	36	0	0	282	21	0	0	0	0	0	0	16
Prevotella veroralis	12	30	22	0	9	0	1615	0	285	0	44	1673	0	9	0	194	8882	0	106	345	8913	0	3055	25	6	11	66	0	7	238
Prevotella ruminicola	0	0	93	0	7	0	3487	0	570	0	36	1352	343	43	0	185	4505	0	6609	249	5149	182	1965	21	0	10	70	0	0	563
Prevotella bryantii	6	10	11	0	0	0	245	10	46	0	0	182	0	0	0	19	574	0	56	29	802	0	166	0	0	0	48	0	0	18
Bacteroides salyersiae	0	0	0	0	0	0	510	0	53	0	0	206	0	11	0	34	862	0	16	83	1552	0	310	19	0	0	40	0	0	8
Campylobacter jejuni	0	0	0	0	0	0	27946	91	2092	0	0	2602	0	0	0	16164	8237	0	56355	1048	40248	31728	11755	0	0	3374	0	0	0	755
Colletotrichum higginsianum	13	75	0	0	0	24	90	239	28	39	111	247	247	19	0	0	23	0	2900	0	0	1075	657	53	0	0	104	0	28	92
Talaromyces rugulosus	0	37	0	0	0	19	28	43	0	0	0	58	0	0	0	17	0	0	259	0	0	0	125	0	62	0	0	0	0	49
Talaromyces marneffei	13	16	0	0	0	0	76	81	0	0	31	35	0	0	0	0	0	48	216	0	0	404	137	26	47	0	0	0	0	13
Babesia bovis	0	0	0	24	0	26	58	178	23	530	181	1255	0	0	0	0	8	0	50	0	94	194	75	0	0	0	0	0	11	0
Sellimonas intestinalis	10	0	7	0	0	0	614	0	15	0	15	382	0	0	0	48	171	0	74	101	347	0	77	0	0	0	718	0	0	85
Wansuia hejianensis	0	0	0	0	0	0	665	0	27	0	17	449	0	0	0	45	317	0	157	171	142	0	195	0	0	0	0	0	0	75
Corynebacterium sanguinis	0	0	0	0	0	0	24	236	18	0	0	11	0	0	0	0	0	0	14	0	1917	0	0	0	0	0	0	176	0	134
Olsenella uli	0	0	21	0	0	0	104	0	29	0	0	144	0	0	0	123	426	0	606	41	25	0	133	6	0	0	0	0	0	44
Deinococcus metallilatus	0	0	0	0	0	0	34	50	0	0	0	0	0	0	0	0	0	381	110	0	872	13	103	0	0	0	39	0	0	0
Truepera radiovictrix	8	6	0	0	0	6	24	329	0	194	0	9	0	0	0	0	11	17	31	0	6	606	7	79	0	0	0	0	0	43
Pseudomonas sp. S150	0	0	71	0	0	0	0	647	0	0	0	1377	0	0	0	0	205	0	13527	0	1487	1213	2276	0	0	0	0	0	0	0
Rhizobium sp. BT-175	426	329	0	160	0	304	34	460	58	699	78	1298	0	0	0	140	102	0	435	27	214	234	446	127	0	0	0	0	46	0
Candidatus Liberibacter africanus	462	347	0	204	0	0	78	129	0	127	104	342	134	0	0	9	0	0	35	13	0	87	32	11	0	13	0	11	0	0
Sphingomonas glaciei	91	0	0	0	0	0	0	318	0	39	0	0	0	29	0	0	0	0	233	0	0	137	22	0	7	0	0	70	0	0
Pseudoroseomonas cervicalis	0	0	0	0	0	0	0	35	85	0	0	0	4582	0	0	0	0	0	19	0	334	28	0	0	0	0	0	0	23	38
Nitrosomonas stercoris	0	0	17	0	0	0	23	81	83	0	0	371	0	22	0	0	337	0	0	0	0	58	0	0	135	0	0	0	19	248
Fusobacterium sp. oral taxon 203	0	0	0	0	0	0	0	0	254	100	35	0	116	0	0	0	157	0	0	241	1259	0	36	0	0	0	0	0	0	5
Candida albicans	390	0	0	0	0	0	0	0	0	0	30	0	0	645	0	3073	0	0	22	0	0	0	19	0	0	0	0	0	0	42
Eremothecium sinecaudum	36	0	0	0	0	0	87	123	0	37	0	138	27	0	0	0	0	0	0	0	81	103	217	0	0	0	0	0	16	0
