name	taxonomy_id	taxonomy_lvl	ERR12026990	ERR12026990	ERR12026997	ERR12027002	ERR12027006	ERR12027014	ERR12027016	ERR12027023	ERR12027028	ERR12027036	ERR12027040	ERR12027049	ERR12027058	ERR12027060	ERR12027062	ERR12027070	ERR12027080	ERR12027086	ERR12027089	ERR12027103	ERR12027112	ERR12027117	ERR12027120	ERR12027128	ERR12027134	ERR12027141	ERR12027142	ERR12027144	ERR12027147	ERR12027154	ERR12027158	ERR12027168	ERR12027172	ERR12027184	ERR12027193	ERR12027195	ERR12027201	ERR12027206	ERR12027212	ERR12027221	ERR12027225	ERR12027235	ERR12027243	ERR12027269	ERR12027274	ERR12027284	ERR12027286	ERR12027307	ERR12027314	ERR12027322	ERR12027324	ERR12027327	ERR12027340	ERR12027342	ERR12027347	ERR12027349	ERR12027353	ERR12027357	ERR12027359	ERR12027372	ERR12027380	ERR12027399	ERR12027404	ERR12027407	ERR12027412	ERR12027417	ERR12027421	ERR12027425	ERR12027433	ERR12027437	ERR12027442	ERR12027446	ERR12027451	ERR12027458	ERR12027461	ERR12027470	ERR12027472	ERR12027475	ERR12027483	ERR12027491	ERR12027497	ERR12027502	ERR12027516	ERR12027521	ERR12027532	ERR12027538	ERR12027544	ERR12027552	ERR12027555	ERR12027559	ERR12027562	ERR12027568	ERR12027572	ERR12027580	ERR12027594	ERR12027606	ERR12027606
Ramlibacter tataouinensis	94132	S	0	0	12	0	0	21	0	0	0	0	0	19	0	0	0	0	12	0	0	7	20	0	0	14	0	0	0	0	0	0	0	10	0	22	0	0	6	0	0	31	0	0	0	76	9	0	0	31	14	30	0	0	12	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	7	50	0	0	0	32	0	0	7	0	0	8	0	0	0	0	0	0	0
Verminephrobacter eiseniae	364317	S	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	5	0	0	10	0	0	0	84	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicycliphilus denitrificans	179636	S	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	36	0	0	0	0	0	28	0	0	0	66	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter spanius	217203	S	0	0	16	0	0	0	0	0	0	0	0	23	0	0	0	16	13	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	17	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	35	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter denitrificans	32002	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella genomosp. 8	1416806	S	0	0	13	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella petrii	94624	S	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	190	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	15	0	0	8	13	0	8	0	0	0	0	0	0	0	0	0	0	0
Taylorella equigenitalis	29575	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	14	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	11	9	0	0	0	6	0	0	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigmentiphaga sp. H8	2488560	S	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	19	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlegelella aquatica	376175	S	0	0	27	0	0	12	0	41	0	58	7	7	0	0	0	18	0	0	0	17	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	6	0	0	0	9	0	0	79	6	0	0	10	12	0	0	0	0	0	0	0	34	0	0	0	0	5	0	0	0	0	0	10	0	0	30	7	0	0	0	23	0	0	0	46	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0
Caldimonas thermodepolymerans	215580	S	0	0	6	0	8	11	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	22	0	0	0	0	0	0	0	0	0	78	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	10	0	0	0	29	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax gelatinosus	28068	S	0	0	9	0	8	12	0	0	0	0	0	7	0	0	0	6	0	15	0	20	9	0	0	11	0	0	0	0	0	0	0	13	0	6	12	0	0	0	0	14	0	0	0	56	7	0	0	24	9	14	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	28	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles sp. SL47	2995138	S	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	17	0	0	0	42	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus sp. FB-5	2914710	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	41	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquincola tertiaricarbonis	391953	S	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	6	0	0	52	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	0	0	26	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Piscinibacter sp. XHJ-5	3037797	S	0	0	5	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	11	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	15	0	0	5	26	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquabacterium olei	1296669	S	0	0	9	0	6	0	0	6	0	0	0	8	0	0	0	7	0	6	0	7	0	0	0	6	0	0	0	0	0	0	0	20	0	6	0	0	5	0	0	10	0	0	0	163	11	0	0	22	6	0	0	0	7	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	9	0	0	0	0	0	5	0	0	11	18	16	0	0	0	0	0	0
Rhizobacter gummiphilus	946333	S	0	0	5	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter sp. AJA081-3	2753607	S	0	0	6	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	0	0	22	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas taiwanensis	307486	S	0	0	8	0	5	8	0	16	0	0	16	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	10	7	0	0	44	7	0	0	12	8	0	0	0	0	0	16	0	5	0	0	0	0	17	0	8	0	0	0	0	0	0	19	0	0	5	0	17	0	0	14	51	0	0	10	56	0	0	0	0	0	0	0	7	0	0	0	0	0
Xylophilus rhododendri	2697032	S	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria subflava	28449	S	0	0	33	0	6	0	0	0	0	0	0	13	0	0	0	18	0	0	0	24	13	0	0	49	0	0	0	0	0	0	0	0	0	8	0	0	40	0	0	0	0	0	0	44	18	0	0	17	19	0	0	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	14	0	0	14	0	0	0	18	34	0	0	0	11	0	18	0	10	0	0	0	0	0	7	0	40	0	0	0	0	0
Neisseria sicca	490	S	0	0	23	0	9	0	0	0	0	0	0	24	0	0	0	0	0	10	0	10	0	0	0	19	0	0	0	0	0	0	12	14	0	21	13	0	14	0	0	0	0	0	0	53	23	0	0	0	28	0	0	0	22	0	0	0	9	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	56	0	0	0	37	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Vogesella sp. LIG4	1192162	S	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	16	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinimonas arctica	2594795	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	21	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvirgula aerodenitrificans	57480	S	0	0	6	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	19	0	0	0	53	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera sp. K11	2005884	S	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	33	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera aromatica	59405	S	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azoarcus olearius	418699	S	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	31	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Parazoarcus communis	41977	S	0	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	26	0	0	0	27	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferribacterium limneticum	76259	S	0	0	9	0	0	6	0	0	0	5	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	7	0	0	24	10	0	0	35	0	0	0	7	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloversatilis sp. RAC08	1842540	S	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxyarcus emersonii	2764705	S	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usitatibacter rugosus	2732067	S	0	0	8	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	0	0	17	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Usitatibacter palustris	2732487	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. 11515TR	2028343	S	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. SL42	2806346	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium leguminosarum	384	S	0	0	26	0	0	72	0	0	0	0	0	42	0	0	0	40	21	0	0	25	67	0	0	0	0	0	0	0	0	0	0	54	0	83	18	0	0	0	0	105	0	0	0	88	19	0	0	51	59	0	0	0	44	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	12	0	0	0	22	0	0	0	26	0	0	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium etli	29449	S	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	19	0	0	0	19	0	0	0	36	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium larrymoorei	160699	S	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pararhizobium sp. BT-229	2986923	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium fredii	380	S	0	0	14	0	0	45	0	0	0	0	0	28	0	0	0	12	26	0	0	0	0	0	0	14	0	0	0	0	0	0	0	16	0	59	10	0	0	0	0	37	0	0	0	54	0	0	0	41	48	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	34	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensifer adhaerens	106592	S	0	0	9	0	0	12	0	0	0	0	0	15	0	0	0	11	11	0	0	0	24	0	0	12	0	0	0	0	0	0	0	15	0	16	0	0	14	0	0	26	0	0	0	56	10	0	0	49	7	10	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensifer sp. PDNC004	2811423	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	13	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Shinella zoogloeoides	352475	S	0	0	23	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	25	0	0	0	39	0	0	0	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	22	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Bradyrhizobium sp. SK17	2057741	S	0	0	19	0	26	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	21	0	0	0	189	22	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	35	0	0	0	0	0	0	0	0	28	27	0	0	0	21	0	0	0	0	0	0	0	14	0	18	0	0	11	33	16	0	0	0	0	0	0
Bradyrhizobium diazoefficiens	1355477	S	0	0	48	0	0	0	0	0	0	0	0	57	0	0	0	33	38	0	0	16	0	0	0	40	0	0	0	0	0	0	0	0	0	29	0	0	43	0	0	111	0	0	0	92	0	0	0	0	68	0	0	0	28	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	20	64	0	26	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas palustris	1076	S	0	0	14	0	8	25	0	0	0	0	0	32	0	0	0	16	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	0	84	0	0	0	70	0	0	0	28	14	0	0	0	20	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	30	0	0	10	17	0	7	0	0	0	0	0	0	0	0	0	0	0
Nitratireductor kimnyeongensis	430679	S	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium brachiatum	269660	S	0	0	26	0	11	0	0	0	0	14	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	27	0	38	0	18	0	0	14	0	42	0	11	0	5	0	26	0	0	34	44	0	20	18	86	0	0	43	65	0	0	57	32	0	45	0	0	0	0	0	0	0	0	0	0	0
Methylorubrum extorquens	408	S	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	21	0	0	0	0	35	0	0	27	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	24	0	0	0	105	84	0	0	24	0	0	0	0	0	0	0	0	0	34	0	14	0	59	0	0	0	0	0	0	0	0	0	10	0	0	0	16	0	0	10	0	0	0	0	0	0	0	0	0	10	10	12	11	0	0	0	0	0
Methylorubrum populi	223967	S	0	0	9	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	9	0	0	0	60	6	0	0	42	27	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	10	0	18	0	0	7	19	0	0	0	0	11	0	0	0	20	11	6	14	0	0	0	0	0
Devosia sp. SD17-2	2976459	S	0	0	13	0	0	10	0	0	0	0	0	0	0	0	0	21	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Devosia sp. A16	1736675	S	0	0	7	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Devosia rhizoryzae	2774137	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azorhizobium caulinodans	7	S	0	0	16	0	13	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	11	0	0	6	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudolabrys taiwanensis	331696	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pannonibacter phragmitetus	121719	S	0	0	19	0	0	25	0	0	0	0	0	47	0	0	0	11	0	0	0	17	22	0	0	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	21	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis sp. MJC1	2654282	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chenggangzhangella methanolivorans	1437009	S	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas sp. OT7	2816454	S	0	0	23	0	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	60	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phreatobacter stygius	1940610	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	0	0	0	0	0	13	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
