name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Cellulophaga sp. L1A9	2686362	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Galbibacter sp. BG1	1170699	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Changchengzhania lutea	2049305	S	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0
Zobellia galactanivorans	63186	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Robiginitalea biformata	252307	S	0	0	0	0	0	7	6	0	0	0	5	0	0	0	0
Mariniflexile sp. TRM1-10	2027857	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Arenibacter algicola	616991	S	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0
Bizionia sp. M204	2675331	S	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0
Candidatus Karelsulcia muelleri	336810	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Owenweeksia hongkongensis	253245	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Sphingobacterium sp. KACC 22765	3025669	S	0	0	0	0	0	10	35	0	0	0	0	0	0	0	0
Sphingobacterium sp. SRCM116780	2907623	S	0	0	0	0	0	9	61	0	0	0	0	0	0	0	0
Sphingobacterium thalpophilum	259	S	0	0	0	0	0	21	362	0	0	0	0	0	0	0	0
Pedobacter sp.	1411316	S	0	0	0	0	0	28	0	0	0	0	15	0	0	0	0
Pedobacter gandavensis	2679963	S	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
Pedobacter aquae	2605747	S	0	0	0	0	0	8	28	0	0	0	0	0	0	0	0
Mucilaginibacter sp. SJ	3029053	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Mucilaginibacter sp. 14171R-50	2703789	S	0	0	0	0	0	5	9	0	0	0	0	0	7	0	0
Mucilaginibacter celer	2305508	S	0	0	0	0	0	16	17	0	0	0	5	0	0	0	0
Mucilaginibacter mallensis	652787	S	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0
Mucilaginibacter xinganensis	1234841	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Mucilaginibacter rubeus	2027860	S	0	0	0	0	0	45	27	0	0	0	26	0	0	0	0
Mucilaginibacter daejeonensis	398049	S	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0
Mucilaginibacter gotjawali	1550579	S	0	0	0	0	0	6	16	0	0	0	13	0	0	0	0
Solitalea lacus	2911172	S	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0
Solitalea canadensis	995	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Pontibacter actiniarum	323450	S	0	0	0	0	0	8	0	0	0	0	0	0	9	0	0
Pontibacter pudoricolor	2694930	S	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0
Rufibacter radiotolerans	1379910	S	0	0	0	0	0	7	11	0	0	0	153	0	0	0	0
Dyadobacter fanqingshengii	2906443	S	0	0	0	0	0	11	0	0	0	0	8	0	0	0	0
Dyadobacter chenwenxiniae	2906456	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Leadbetterella byssophila	316068	S	0	0	0	0	0	23	39	0	0	0	0	0	7	0	0
Larkinella sp. IE-0392	2907205	S	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0
Larkinella insperata	332158	S	0	0	0	0	0	6	13	0	0	0	5	0	0	0	0
Spirosoma taeanense	2735870	S	0	0	0	0	0	9	9	0	0	0	8	0	0	0	0
Spirosoma montaniterrae	1178516	S	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0
Spirosoma aerolatum	1211326	S	0	0	0	0	0	6	21	0	0	0	0	0	0	0	0
Spirosoma endbachense	2666025	S	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0
Rhodocytophaga rosea	2704465	S	0	0	0	0	0	7	8	0	0	0	19	0	49	0	0
Belliella baltica	232259	S	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0
Bacteroides sp. D2	556259	S	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Parabacteroides johnsonii	387661	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Muribaculum intestinale	1796646	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Maribellus comscasis	2681766	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Chitinophaga sp. XS-30	2604421	S	0	0	0	0	0	12	14	0	0	0	12	0	0	0	0
Arachidicoccus ginsenosidivorans	496057	S	0	0	0	0	0	12	0	0	0	0	14	0	0	0	0
Arachidicoccus sp. B3-10	2545455	S	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0
Arachidicoccus soli	2341117	S	0	0	0	0	0	5	10	0	0	0	8	0	0	0	0
Arachidicoccus terrestris	2875539	S	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0
Panacibacter ginsenosidivorans	1813871	S	0	0	0	0	0	26	19	0	0	0	20	0	0	0	0
Flavisolibacter tropicus	1492898	S	0	0	0	0	0	18	0	0	0	0	14	0	0	0	0
Niabella ginsenosidivorans	1176587	S	0	0	0	0	0	7	9	0	0	0	67	0	0	0	0
Niastella koreensis	354356	S	0	0	0	0	0	11	11	0	0	0	16	0	0	0	0
Paraflavitalea soli	2315862	S	0	0	0	0	0	9	18	0	0	0	15	0	0	0	0
Cyclonatronum proteinivorum	1457365	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Lignipirellula cremea	2528010	S	0	0	0	0	0	11	0	0	0	0	6	0	0	0	0
Rhodopirellula sp. P2	2127060	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Botrimarina mediterranea	2528022	S	0	0	0	0	0	7	24	0	0	0	0	0	0	0	0
Aeoliella mucimassa	2527972	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Gimesia maris	122	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Luteolibacter sp. SL250	2995170	S	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0
Luteolibacter ambystomatis	2824561	S	0	0	0	0	0	7	23	0	0	0	0	0	0	0	0
Fontisphaera persica	2974023	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Methylacidiphilum sp. IT6	2795386	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Chlamydia suis	83559	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Chlamydia muridarum	83560	S	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0
Fusobacterium varium	856	S	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0
Fusobacterium gastrosuis	1755100	S	0	0	0	0	0	5	10	0	0	0	0	23	0	0	0
Cetobacterium somerae	188913	S	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0
Melittangium boletus	83453	S	0	0	0	0	0	13	19	0	0	0	6	0	0	0	0
Anaeromyxobacter sp. Fw109-5	404589	S	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0
Vulgatibacter incomptus	1391653	S	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0
Labilithrix luteola	1391654	S	0	0	0	0	0	5	50	0	0	0	15	0	0	0	0
Bdellovibrio sp. KM01	2748865	S	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Halobacteriovorax sp. BALOs_7	2109558	S	0	0	0	0	0	31	14	0	0	0	0	0	0	0	0
Halobacteriovorax marinus	97084	S	0	0	0	0	0	11	14	0	0	0	0	0	0	0	0
Geobacter sulfurreducens	35554	S	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0
Geobacter benzoatilyticus	2815309	S	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0
Geobacter pickeringii	345632	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Geotalea uraniireducens	351604	S	0	0	0	0	0	5	17	0	0	0	0	0	0	0	0
Desulfuromonas soudanensis	1603606	S	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0
Pseudodesulfovibrio sp. zrk46	2725288	S	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0
Oceanidesulfovibrio marinus	370038	S	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0
Desulfosarcina ovata	83564	S	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0
Desulforapulum autotrophicum	2296	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Desulfosudis oleivorans	181663	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Desulfoglaeba alkanexedens	361111	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Arcobacter sp. FWKO B	2593672	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Aliarcobacter cryaerophilus	28198	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Helicobacter pylori	210	S	0	0	0	0	0	7	0	0	0	0	6	0	0	8	0
Nitratiruptor sp. YY09-18	2724901	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Treponema sp. OMZ 855	1643512	S	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
Geothrix oryzae	2927975	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Chloracidobacterium aggregatum	2851959	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Hydrogenobacter sp. T-8	1632019	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Thermosulfidibacter takaii	412593	S	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0
Persicimonas caeni	2292766	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Fervidobacterium nodosum	2424	S	0	0	0	0	0	5	0	0	0	0	0	0	10	5	0
Deferribacter desulfuricans	197162	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
unidentified bacterial endosymbiont	2355	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Cryptococcus neoformans	5207	S	0	0	0	0	0	12	21	0	0	0	0	0	6	0	0
Saccharomyces kudriavzevii	114524	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Tetrapisispora blattae	1071379	S	0	0	0	0	0	24	12	0	0	0	0	0	0	0	0
Kazachstania africana	432096	S	0	0	0	0	0	22	9	0	0	0	0	0	0	0	0
Eremothecium cymbalariae	45285	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Eremothecium gossypii	33169	S	0	0	0	0	0	8	21	0	0	0	0	0	0	0	0
Naumovozyma castellii	27288	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Naumovozyma dairenensis	27289	S	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0
Lachancea thermotolerans	381046	S	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0
Nakaseomyces glabratus	5478	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Fusarium verticillioides	117187	S	0	0	0	0	0	57	19	0	0	0	57	0	0	0	0
Fusarium musae	1042133	S	0	0	0	0	0	39	14	0	0	0	0	0	0	0	0
Toxoplasma gondii	5811	S	0	0	0	0	0	9	12	5	0	0	8	0	0	0	0
Besnoitia besnoiti	94643	S	0	0	0	0	0	8	0	0	0	0	5	0	15	0	0
Dictyostelium discoideum	44689	S	0	0	0	0	0	9	5	0	0	6	0	0	12	0	0
Halosimplex pelagicum	869886	S	0	0	0	0	0	22	7	0	0	0	0	0	0	0	0
Natronomonas moolapensis	416273	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Salarchaeum japonicum	555573	S	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
Natrinema pellirubrum	69525	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Halopiger xanaduensis	387343	S	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0
Natrialba magadii	13769	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Natronobacterium gregoryi	44930	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Natrononativus amylolyticus	2963434	S	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0
Halobaculum halophilum	2743090	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Halorubrum sp. CBA1229	1853699	S	0	0	0	0	0	13	0	0	0	0	10	0	0	0	0
Pahexavirus ATCC29399BT	1982253	S	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
Cronobacter phage CR5	1195085	S	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0
Erwinia phage vB_EamM_Phobos	1883377	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Derbicusvirus derbicus	2734104	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Audreyjarvisvirus P1048	2845430	S	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
Audreyjarvisvirus WRP3	2845462	S	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
Audreyjarvisvirus av949	2845184	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Audreyjarvisvirus AM4	2845189	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Audreyjarvisvirus AM1	2845188	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Xanthomonas citri phage CP2	1188795	S	0	0	0	0	0	27	10	0	0	0	0	0	0	0	0
Pseudoalteromonas phage vB_PspS-H40/1	1856120	S	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0
Planktothrix phage PaV-LD	994601	S	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0
Aeromonas phage pAEv1818	2908746	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Streptococcus phage EJ-1	12402	S	0	0	0	0	0	8	7	0	0	0	0	13	0	0	0
Streptococcus phage D1811	2108111	S	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
Acinetobacter virus Acj61	2843629	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Moturavirus motura	2843625	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Krampusvirus krampus	2734242	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Avian carcinoma virus	11958	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Acinetobacter sp. FDAARGOS_724	2545797	S	0	0	0	0	0	0	2493	0	22	0	39	0	0	0	0
Acinetobacter sp. BHS4	2836181	S	0	0	0	0	0	0	145	0	0	0	19	0	0	0	0
Acinetobacter sp. XS-4	2923375	S	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
Acinetobacter sp. SK-43	2785295	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Acinetobacter sp. M131	1280052	S	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
Acinetobacter sp. FDAARGOS_493	2420300	S	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Acinetobacter lactucae	1785128	S	0	0	0	0	0	0	172	0	0	0	14	0	0	0	0
Acinetobacter oleivorans	1148157	S	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Moraxella sp. ZY210820	2904123	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Moraxella ovis	29433	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Pseudomonas sp. JY-Q	1338689	S	0	0	0	0	0	0	538	0	0	0	15	0	0	0	0
Pseudomonas sp. B111	2944252	S	0	0	0	0	0	0	1952	0	0	0	0	0	0	0	0
Pseudomonas sp. 09C 129	2054915	S	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0
Pseudomonas sp. HS-18	2879114	S	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
Pseudomonas sp. RC3H12	2834406	S	0	0	0	0	0	0	123	0	7	0	0	0	0	0	0
Pseudomonas sp. DR 5-09	1534110	S	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0
Pseudomonas sp. UW4	1207075	S	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
Pseudomonas sp. YeP6b	2861775	S	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0
Pseudomonas sp. SK2	2841063	S	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0
Pseudomonas sp. BC42	2933816	S	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
Pseudomonas sp. BIGb0427	2724470	S	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0
Pseudomonas sp. GM17	1144323	S	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
Pseudomonas sp. OST1909	2777367	S	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
Pseudomonas sp. R2-37-08W	1173273	S	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
Pseudomonas sp. G11	528343	S	0	0	0	0	0	0	58	0	0	0	25	0	0	0	0
Pseudomonas sp. SORT22	2813842	S	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Pseudomonas sp. SWI6	2083051	S	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0
Pseudomonas sp. HN2-3	2886360	S	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
Pseudomonas sp. M2(2023)	3049084	S	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0
Pseudomonas sp. MPDS	2762896	S	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
Pseudomonas sp. SG20052	3074147	S	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
Pseudomonas sp. R3-52-08	1173284	S	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
Pseudomonas sp. HN2	2884805	S	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
Pseudomonas sp. R4-39-08	1173288	S	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0
Pseudomonas sp. PMCC200367	3042029	S	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-035	2895484	S	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-032	2895483	S	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-019	2895475	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Pseudomonas sp. ArH3a	2862945	S	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
Pseudomonas sp. S49	1573720	S	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Pseudomonas sp. LTGT-11-2Z	2479393	S	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-031	2895482	S	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
Pseudomonas sp. FP1962	2954083	S	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Pseudomonas sp. 2,4-D	3058433	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Pseudomonas migulae	78543	S	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
Pseudomonas ogarae	1114970	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Pseudomonas libanensis	75588	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Pseudomonas ficuserectae	53410	S	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Pseudomonas tremae	200454	S	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Pseudomonas fitomaticsae	2837969	S	0	0	0	0	0	0	34	0	0	0	5	0	0	0	0
Pseudomonas kribbensis	1628086	S	0	0	0	0	0	0	42	0	0	0	11	0	0	0	0
Pseudomonas gozinkensis	2774461	S	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Pseudomonas zarinae	2745498	S	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Pseudomonas taiwanensis	470150	S	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Pseudomonas cerasi	1583341	S	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
Pseudomonas canavaninivorans	2859001	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Pseudomonas alvandae	2842348	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Stutzerimonas sp. R40042	2998559	S	0	0	0	0	0	0	1002	0	0	0	0	0	0	0	0
Stutzerimonas xanthomarina	271420	S	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
Marinobacter sp. M3C	2917715	S	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Dyella caseinilytica	1849581	S	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
Rhodanobacter sp. AS-Z3	3031330	S	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0
Leclercia sp. W6	2282310	S	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
Enterobacter sp. T2	2707174	S	0	0	0	0	0	0	96	0	0	0	25	0	0	0	0
Enterobacter sp. C2	2870346	S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Klebsiella sp. WP8-S18-ESBL-06	2675726	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
[Enterobacter] lignolyticus	1334193	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6
Salmonella sp.	599	S	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
Kosakonia arachidis	551989	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Kluyvera ascorbata	51288	S	0	0	0	0	0	0	12	0	0	0	0	0	0	5	21
Cronobacter sakazakii	28141	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	23
secondary endosymbiont of Heteropsylla cubana	134287	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Blochmannia endosymbiont of Colobopsis nipponica	2681987	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Enterobacteriaceae endosymbiont of Donacia thalassina	2675786	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Yersinia pseudotuberculosis	633	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Yersinia intermedia	631	S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Pantoea sp. SS70	3024247	S	0	0	0	0	0	0	14	0	0	0	0	7	0	0	0
Erwinia sp. QL-Z3	2547962	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Erwinia sorbitola	2681984	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Tatumella citrea	53336	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Mixta intestinalis	1615494	S	0	0	0	0	0	0	12	0	0	0	10	0	0	0	0
Mixta hanseatica	2872648	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Pectobacterium polonicum	2485124	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Brenneria goodwinii	1109412	S	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
Providencia sp. 21OH12SH02B-Prov	3015951	S	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Edwardsiella ictaluri	67780	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Edwardsiella anguillarum	1821960	S	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
Edwardsiella tarda	636	S	0	0	0	0	0	0	6	0	0	0	9	0	5	0	0
Sodalis praecaptivus	1239307	S	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
Candidatus Sodalis pierantonius	1486991	S	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Actinobacillus indolicus	51049	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Bibersteinia trehalosi	47735	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Candidatus Nitrosacidococcus sp. I8	2942908	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Thiohalobacter sp. COW1	2795687	S	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
Shewanella sp. OMA3-2	2908650	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Shewanella woodyi	60961	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. SCSIO 43095	2894202	S	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. DL-6	1390185	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Pseudoalteromonas agarivorans	176102	S	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
Pseudoalteromonas arctica	394751	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Pseudoalteromonas lipolytica	570156	S	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
Agarivorans aestuarii	1563703	S	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Alkalimarinus coralli	2935863	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Moritella sp. 24	2746230	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Moritella marina	90736	S	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Aeromonas bestiarum	105751	S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Aeromonas sanarellii	633415	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Succinivibrio dextrinosolvens	83771	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Halomonas sp. PGE1	2730360	S	0	0	0	0	0	0	54	0	0	0	30	0	0	0	0
Halomonas sp. MS1	507763	S	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0
Halomonas sp. M1	3035470	S	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
Halomonas sp. KG2	2951138	S	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Halomonas sp. HL-93	1666906	S	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Halomonas alkaliantarctica	232346	S	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Halomonas alkalicola	1930622	S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Cobetia sp. AM6	2661553	S	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Cobetia sp. cqz5-12	2609415	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Cobetia pacifica	1055101	S	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
Salinicola tamaricis	1771309	S	0	0	0	0	0	0	17	0	0	0	27	0	0	0	0
Alloalcanivorax dieselolei	285091	S	0	0	0	0	0	0	20	0	0	0	9	0	0	0	0
Microbulbifer sp. MI-G	2944933	S	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Microbulbifer sp. THAF38	2587856	S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Microbulbifer sp. YPW16	2904242	S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Microbulbifer hydrolyticus	48074	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Vibrio alginolyticus	663	S	0	0	0	0	0	0	15	0	0	0	0	0	0	0	28
Vibrio sp. STUT-A11	2976236	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Vibrio aquimaris	2587862	S	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Vibrio cortegadensis	1328770	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Vibrio gallaecicus	552386	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Vibrio nigripulchritudo	28173	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7
Aliivibrio salmonicida	40269	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Paraphotobacterium marinum	1755811	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Methylotuvimicrobium buryatense	95641	S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Thiomicrospira microaerophila	406020	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Thiosulfativibrio zosterae	2675053	S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Legionella lytica	96232	S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Legionella clemsonensis	1867846	S	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
