name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Mycolicibacterium fluoranthenivorans	258505	S	11	14	315	0	23	21	40	0	0	0	23	0	9	6	0
Mycolicibacterium smegmatis	1772	S	11	9	24	0	0	32	34	0	0	0	29	0	0	0	0
Mycolicibacterium litorale	758802	S	10	26	28	0	0	22	84	0	0	0	30	0	5	0	0
Mycolicibacterium thermoresistibile	1797	S	10	20	21	0	21	16	57	0	0	0	7	0	7	0	0
Mycolicibacterium arabiense	1286181	S	8	38	45	0	14	51	62	0	0	0	13	0	7	0	0
Mycolicibacterium pallens	370524	S	15	16	0	0	0	16	35	0	0	0	30	0	0	0	0
Mycolicibacterium tokaiense	39695	S	7	0	58	0	11	7	790	0	0	0	5	0	6	0	0
Mycolicibacterium celeriflavum	1249101	S	7	12	29	0	0	16	33	0	0	0	10	0	0	0	0
Mycolicibacterium gilvum	1804	S	9	23	179	0	37	54	102	0	8	0	7	0	10	0	0
Mycolicibacterium nivoides	2487344	S	11	8	41	0	0	21	14	0	0	0	28	0	0	0	0
Mycolicibacterium mengxianglii	2736649	S	7	5	10	0	0	0	47	0	0	0	29	13	7	0	0
Mycolicibacterium chubuense	1800	S	5	0	41	0	5	19	28	0	0	0	18	0	7	0	0
Mycolicibacterium phocaicum	319706	S	7	201	378	28	52	946	1100	0	0	0	51	0	116	15	0
Mycobacterium sp. IDR2000157661	2867005	S	20	11	13	0	0	15	40	0	0	0	7	15	0	0	0
Mycobacterium sp. ELW1	1547487	S	19	7	11	0	12	22	26	0	0	0	30	0	0	0	0
Mycobacterium sp. SMC-8	2857060	S	17	23	36	0	20	43	63	0	0	0	28	0	10	6	0
Mycobacterium sp. ITM-2016-00316	2099695	S	20	11	47	0	6	60	69	17	16	0	8	0	108	0	0
Mycobacterium sp. ITM-2016-00318	2099693	S	8	11	11	0	5	10	15	0	0	0	16	0	0	0	0
Mycobacterium paragordonae	1389713	S	35	14	242	0	8	72	371	0	0	0	10	0	5	0	0
Mycobacterium simiae	1784	S	8	9	0	0	0	6	15	0	0	0	10	8	14	0	0
Mycobacterium heidelbergense	53376	S	7	0	6	0	0	0	0	0	0	0	7	0	0	0	0
Mycobacterium kansasii	1768	S	18	0	9	0	0	6	13	0	0	0	0	0	0	0	0
Candidatus Mycobacterium methanotrophicum	2943498	S	10	6	12	0	0	0	18	0	0	0	10	0	0	0	0
Mycobacterium gordonae	1778	S	8	5	19	0	0	19	28	0	0	0	12	0	0	0	0
Mycobacterium ostraviense	2738409	S	10	10	7	0	0	0	29	0	0	0	5	0	0	0	0
Mycobacterium xenopi	1789	S	7	0	0	0	0	18	9	0	0	0	17	0	0	0	0
Mycobacterium novum	2492438	S	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium noviomagense	459858	S	6	0	7	0	0	11	9	0	0	0	5	0	0	0	0
Mycolicibacter sp. MYC340	2855503	S	15	0	0	0	0	0	22	0	0	0	0	0	0	0	0
Mycobacteroides chelonae	1774	S	15	47	686	0	0	114	156	0	0	0	17	0	0	7	0
Rhodococcus fascians	1828	S	210	163	321	56	45	226	259	36	13	0	56	7	28	17	0
Rhodococcus sp. PBTS 1	1653478	S	84	16	27	0	5	54	185	0	0	0	25	13	24	17	0
Rhodococcus sp. B7740	1564114	S	12	45	703	0	27	77	89	0	9	0	8	8	13	13	0
Rhodococcus sp. SGAir0479	2567884	S	11	0	14	0	0	10	33	0	0	0	15	12	0	0	0
Rhodococcus sp. WB1	1033922	S	22	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Rhodococcus sp. W8901	2742603	S	5	16	7	0	0	35	15	0	0	0	36	8	12	0	0
Rhodococcus coprophilus	38310	S	19	0	7	0	0	0	31	0	0	0	42	0	0	0	0
Rhodococcus antarcticus	2987751	S	18	15	28	0	0	22	41	0	0	0	23	0	0	5	0
Rhodococcus pyridinivorans	103816	S	26	116	180	0	0	195	345	0	0	0	319	0	69	0	0
Rhodococcus ruber	1830	S	23	0	0	0	0	0	65	0	0	0	25284	0	0	0	164
Rhodococcus qingshengii	334542	S	13	146	994	49	134	688	2691	0	54	0	257	0	374	0	0
Rhodococcus opacus	37919	S	8	8	11	0	0	16	121	0	0	0	108	0	6	0	0
Rhodococcus triatomae	300028	S	6	7	9	0	0	0	24	0	0	0	38	0	0	0	0
Nocardia tengchongensis	2055889	S	10	8	13	0	0	0	29	0	0	0	14	0	0	0	0
Nocardia otitidiscaviarum	1823	S	9	0	7	0	0	10	29	0	0	0	6	0	0	0	0
Lawsonella clevelandensis	1528099	S	340	110	6300	2202	697	316	10071	21	11	26	224	29832	124	1745	132
Gordonia sp. KTR9	337191	S	22	31	71	0	10	62	144	0	0	0	10	0	28	6	0
Gordonia sp. JH63	2698900	S	20	0	63	0	0	53	820	0	0	0	0	0	0	0	0
Gordonia sp. PP30	2935861	S	6	12	12	0	0	18	28	0	0	0	34	0	9	0	0
Gordonia sp. SMJS1	3039400	S	13	100	28	0	44	120	857	0	0	0	0	0	44	0	0
Gordonia terrae	2055	S	36	54	142	13	15	125	233	0	0	0	12	0	41	6	0
Gordonia hongkongensis	1701090	S	36	24	99	0	0	48	1592	0	0	0	0	0	32	0	0
Gordonia polyisoprenivorans	84595	S	13	36	90	0	11	1127	129	0	0	0	38	0	25	0	0
Gordonia mangrovi	2665643	S	7	19	24	0	0	46	42	0	0	0	11	0	10	0	0
Dietzia psychralcaliphila	139021	S	30	10	29	0	5	13	42	0	0	0	17	11	12	0	0
Dietzia timorensis	499555	S	25	6	29	0	9	36	179	11	0	0	9	9	28	37	0
Dietzia kunjamensis	322509	S	22	51	105	0	31	138	180	6	0	0	32	0	7	11	0
Dietzia sp. B32	2915130	S	11	15	7	0	0	29	34	0	0	0	20	0	0	0	0
Tsukamurella paurometabola	2061	S	14	0	21	0	5	42	54	0	0	0	30	8	9	0	0
Tomitella gaofuii	2760083	S	7	0	8	0	0	17	22	0	0	0	18	0	9	5	0
Tomitella fengzijianii	2597660	S	6	0	11	0	0	0	19	0	0	0	29	0	0	0	0
Hoyosella subflava	639313	S	7	0	5	0	0	0	16	0	0	0	0	0	8	0	0
Streptomyces sp. HM190	2695266	S	24	0	8	0	6	0	22	0	0	0	0	0	0	0	0
Streptomyces sp. TLI_053	1855352	S	18	13	25	0	0	18	34	0	0	0	26	0	0	0	0
Streptomyces sp. SCSIO ZS0520	2892996	S	16	0	9	0	0	10	16	0	0	0	27	0	14	0	0
Streptomyces sp. LRE541	2931983	S	14	0	19	0	0	0	16	0	0	0	11	0	0	0	0
Streptomyces sp. WMMC500	3015154	S	14	13	9	0	0	18	20	0	0	0	29	0	0	7	0
Streptomyces sp. MMBL 11-1	3026420	S	15	0	0	0	0	0	9	0	0	0	10	0	0	0	0
Streptomyces sp. SCA4-21	3026192	S	30	0	0	0	0	0	0	0	0	0	32	0	61	0	0
Streptomyces sp. SN-593	659352	S	11	5	10	0	0	12	15	0	0	0	30	0	8	0	0
Streptomyces sp. DSM 40750	2801030	S	13	0	0	0	0	0	13	0	0	0	32	0	0	0	0
Streptomyces sp. Je 1-369	2966192	S	13	10	0	0	0	0	16	0	0	0	0	0	0	0	0
Streptomyces sp. RPA4-2	2721244	S	11	6	0	0	0	0	26	0	0	0	50	0	0	0	0
Streptomyces sp. BHT-5-2	2866715	S	11	0	0	0	6	13	12	0	0	0	23	0	8	0	0
Streptomyces sp. HP-A2021	2927875	S	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. SYP-A7193	2662065	S	13	0	0	0	0	16	28	0	0	0	18	0	0	0	0
Streptomyces sp. HSG2	2797167	S	8	0	0	0	0	6	10	0	0	0	20	0	5	0	0
Streptomyces sp. HNA39	2850561	S	18	0	0	0	0	0	0	0	0	0	23	0	0	0	0
Streptomyces sp. CB09030	2913412	S	54	0	0	0	0	0	0	0	0	0	77	0	0	0	0
Streptomyces sp. Alt3	3033808	S	9	21	0	0	0	12	18	0	0	0	26	0	0	0	0
Streptomyces sp. Rer75	2750011	S	10	0	12	0	0	13	33	0	0	0	17	0	0	0	0
Streptomyces sp. T12	477697	S	6	165	540	37	31	310	190	0	0	0	28	0	22	191	0
Streptomyces sp. NBC_00162	2903629	S	6	9	14	0	0	0	24	0	0	0	16	0	0	0	0
Streptomyces venezuelae	54571	S	33	27	37	0	7	38	101	0	0	0	142	0	18	0	0
Streptomyces clavuligerus	1901	S	14	0	11	0	0	14	19	0	0	0	24	0	0	0	0
Streptomyces ferrugineus	1413221	S	15	0	7	0	0	9	34	0	0	0	20	0	0	0	0
Streptomyces calvus	67282	S	14	7	0	0	0	0	13	0	0	0	31	0	0	0	0
Streptomyces griseoviridis	45398	S	12	0	0	0	0	0	36	0	0	0	32	0	0	0	0
Streptomyces ficellus	1977088	S	12	0	7	0	0	6	14	0	0	0	20	0	0	0	0
Streptomyces cyaneochromogenes	2496836	S	11	0	0	0	0	8	27	0	0	0	19	0	0	0	0
Streptomyces olivoreticuli	68246	S	10	0	11	0	0	0	35	0	0	0	31	0	0	0	0
Streptomyces albus	1888	S	8	11	6	0	0	0	28	0	0	0	17	0	0	0	0
Streptomyces cinnabarinus	67287	S	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Streptomyces viridosporus	67581	S	9	0	9	0	0	0	25	0	0	0	19	0	0	0	0
Streptomyces decoyicus	249567	S	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Streptomyces gobiensis	2875706	S	6	0	0	0	0	0	9	0	0	0	5	0	7	0	0
Streptomyces davaonensis	348043	S	8	16	0	0	0	0	19	0	0	0	21	0	0	0	0
Streptomyces collinus	42684	S	7	11	19	0	0	14	22	0	0	0	26	0	0	0	0
Streptacidiphilus sp. PB12-B1b	2705012	S	13	7	6	0	0	12	40	0	0	0	9	0	0	0	0
Schaalia odontolytica	1660	S	48	140	1772	8	109	409	768	14	0	0	49	30	534	40	0
Schaalia radingae	131110	S	44	10	355	251	8	0	73	5	0	0	7	135	51	32	25
Actinomyces sp. oral taxon 414	712122	S	28	13	218	6	13	169	278	5	0	0	36	0	25	7	0
Actinomyces sp. oral taxon 169	712116	S	13	170	1737	17	53	321	612	0	0	0	16	57	232	12	0
Actinomyces sp. Chiba101	1851395	S	8	7	21	0	0	7	18	0	0	0	0	0	8	0	0
Actinomyces massiliensis	461393	S	13	63	233	0	31	145	328	0	0	0	16	0	134	21	0
Actinomyces israelii	1659	S	10	19	77	0	17	58	133	0	5	0	22	0	36	5	0
Actinomyces naeslundii	1655	S	10	145	434	10	77	184	406	7	15	0	9	14	72	0	0
Actinomyces oris	544580	S	5	329	1475	30	180	751	2068	12	29	0	92	52	1232	62	0
Varibaculum prostatecancerukia	2811781	S	78	22	6527	3480	120	54	401	6	0	8	15	1030	18	215	466
Arcanobacterium phocae	131112	S	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Trueperella pyogenes	1661	S	7	0	42	0	0	0	0	0	0	0	0	0	0	0	0
Changpingibacter yushuensis	2758440	S	5	7	16	6	0	5	10	0	0	0	0	0	0	0	0
Amycolatopsis sp. WQ 127309	2932773	S	9	0	10	0	0	7	38	0	0	0	50	7	0	0	0
Amycolatopsis acidiphila	715473	S	11	0	16	0	0	31	46	0	0	0	28	0	0	0	0
Amycolatopsis mediterranei	33910	S	15	0	0	0	0	0	43	0	0	0	29	0	0	0	0
Amycolatopsis thermalba	944492	S	8	0	16	0	0	14	52	0	0	0	17	0	0	0	0
Amycolatopsis japonica	208439	S	10	0	0	0	0	0	0	0	0	0	13	0	13	0	0
Pseudonocardia abyssalis	2792008	S	12	15	42	0	0	70	119	0	0	0	19	0	7	7	0
Pseudonocardia sp. DSM 110487	2865833	S	7	25	37	0	0	59	129	0	0	0	38	0	35	0	0
Pseudonocardia broussonetiae	2736640	S	9	45	66	0	12	112	170	0	0	0	46	0	57	0	0
Saccharopolyspora rosea	524884	S	14	11	18	0	0	12	41	0	0	0	23	0	9	0	0
Saccharothrix syringae	103733	S	11	0	10	0	7	11	44	0	0	0	28	0	7	0	0
Actinosynnema pretiosum	42197	S	13	0	0	0	0	0	13	0	0	0	16	0	0	0	0
Alloactinosynnema sp. L-07	1653480	S	9	0	13	0	0	23	35	0	0	0	25	0	16	0	0
Kibdelosporangium phytohabitans	860235	S	7	7	9	0	0	17	19	0	0	0	21	0	10	0	0
Lentzea guizhouensis	1586287	S	7	14	19	0	0	23	44	0	0	0	31	0	0	0	0
Actinokineospora sp. UTMC 2448	2268449	S	6	8	19	0	0	26	35	0	0	0	58	0	7	0	0
Prauserella marina	530584	S	6	0	0	0	0	7	22	0	0	0	8	0	0	0	0
Bifidobacterium thermophilum	33905	S	31	181	103	0	5	63	77	0	13	0	15	0	211	9	0
Bifidobacterium subtile	77635	S	25	21	7	0	0	5	0	0	0	0	8	0	0	5	0
Bifidobacterium pullorum	78448	S	25	0	0	0	0	0	5	0	0	0	12	0	0	0	0
Bifidobacterium scardovii	158787	S	19	0	0	0	0	0	7	0	0	0	5	7	0	0	0
Bifidobacterium sp. ESL0769	2983229	S	12	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Bifidobacterium longum	216816	S	25	56	1875	10	37	93	85	0	0	0	21	128	20	27	28
Bifidobacterium angulatum	1683	S	5	0	216	0	0	11	11	0	0	0	0	0	6	0	0
Blastococcus sp. PRF04-17	2933797	S	24	78	76	0	14	120	179	0	0	0	89	9	91	5	0
Blastococcus saxobsidens	138336	S	23	69	95	0	17	168	212	0	5	0	125	7	117	7	0
Geodermatophilus obscurus	1861	S	45	58	67	0	22	154	210	0	0	0	86	61	87	6	0
Modestobacter marinus	477641	S	15	174	144	14	36	289	408	0	0	0	79	0	164	10	0
Modestobacter sp. L9-4	2851567	S	13	79	91	6	16	131	238	0	0	0	46	0	127	0	0
Actinoplanes friuliensis	196914	S	22	11	26	9	6	15	39	0	5	0	19	0	0	0	0
Actinoplanes sp. L3-i22	2836373	S	13	46	36	0	19	68	82	0	0	0	34	0	0	0	0
Actinoplanes sp. N902-109	649831	S	6	10	24	0	0	14	60	0	0	0	13	0	0	0	0
Actinoplanes missouriensis	1866	S	9	51	22	0	20	48	66	0	0	0	25	0	0	0	0
Micromonospora sp. WMMA1976	3014995	S	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora ferruginea	2749844	S	7	0	0	0	0	0	26	0	0	0	11	0	0	0	0
Couchioplanes caeruleus	56438	S	8	15	28	0	0	26	67	0	0	0	31	0	0	0	0
Nonomuraea sp. ATCC 55076	1909395	S	17	7	23	0	11	42	92	0	0	0	40	0	11	0	0
Nonomuraea gerenzanensis	93944	S	10	13	19	0	0	13	28	0	0	0	33	0	8	0	0
Streptosporangium roseum	2001	S	13	7	15	0	0	23	44	5	0	0	36	0	0	0	0
Actinomadura madurae	1993	S	10	24	13	0	0	14	48	0	0	0	31	0	18	0	0
Nakamurella multipartita	53461	S	32	20	39	5	0	32	111	0	0	0	66	0	8	0	0
Kineococcus radiotolerans	131568	S	14	128	96	0	10	119	161	0	0	0	36	0	11	0	0
Candidatus Planktophila limnetica	573600	S	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiangella alkaliphila	419479	S	8	11	26	0	0	41	51	0	0	0	71	0	0	0	0
Iamia sp. SCSIO 61187	2722752	S	33	42	190	0	17	42	139	0	0	0	8	0	0	0	0
Iamia majanohamensis	467976	S	26	11	51	0	8	26	83	0	0	0	14	0	0	0	0
Dermatobacter hominis	2884263	S	37	5	18	0	0	7	76	0	0	0	11	0	6	0	0
Aquihabitans sp. G128	2849779	S	10	11	34	0	0	25	133	0	0	0	13	0	16	5	0
Actinomarinicola tropica	2789776	S	9	7	9	0	6	17	91	0	0	0	14	0	10	0	0
Ilumatobacter coccineus	467094	S	5	7	10	0	0	22	41	0	0	0	12	0	0	0	0
Conexibacter sp. DBS9H8	2937801	S	6	0	8	0	0	15	34	0	0	0	0	0	10	0	0
Conexibacter sp. SYSU D00693	2812560	S	5	30	43	0	0	22	118	0	0	0	7	0	16	0	0
Conexibacter sp. S30A1	2937800	S	5	0	0	0	0	7	25	0	0	0	8	0	22	0	0
Conexibacter woesei	191495	S	9	25	27	0	5	42	175	0	0	0	35	0	31	0	0
Capillimicrobium parvum	2884022	S	17	16	27	0	0	40	201	0	0	0	10	0	33	0	0
Miltoncostaea marina	2843215	S	19	10	9	0	0	22	35	0	0	0	14	0	5	0	0
Miltoncostaea oceani	2843216	S	9	28	13	0	0	30	66	5	0	0	10	0	0	5	0
Rubrobacter tropicus	2653851	S	26	16	10	0	0	26	57	0	0	0	0	0	11	0	0
Rubrobacter marinus	2653852	S	6	39	40	0	9	43	57	0	0	0	8	0	31	0	0
Baekduia soli	496014	S	9	21	29	0	8	30	102	0	0	0	25	0	9	0	0
Collinsella aerofaciens	74426	S	14	13	3070	29	5	38	64	0	0	13	15	19	14	10	11
Olsenella timonensis	1805478	S	6	5	12	0	0	0	16	5	0	0	0	0	5	0	0
Egicoccus halophilus	1670830	S	5	10	6	0	0	19	37	0	0	0	10	0	0	0	0
Staphylococcus capitis	29388	S	2090	5733	7234	170	1414	9103	18935	107	113	20	208	101	499	298	24
Staphylococcus epidermidis	1282	S	2067	4963	13105	385	3199	9237	29454	231	96	117	1680	14300	4295	1074	53
Staphylococcus warneri	1292	S	1116	1431	1931	179	480	1594	2974	52	165	0	404	200	1351	172	0
Staphylococcus haemolyticus	1283	S	303	958	687	271	1084	863	26114	45	73	254	32	214	162	69	15
Staphylococcus hominis	1290	S	276	2451	2512	182	507	4159	42370	55	209	85	168	413	1477	761	0
Staphylococcus saccharolyticus	33028	S	210	515	410	22	298	997	864	46	23	5	25	41	11	121	0
Staphylococcus saprophyticus	29385	S	192	167	363	6	47	215	2057	0	0	0	26	8	12	23	0
Staphylococcus caprae	29380	S	74	27	67	0	7	35	71	0	7	0	0	74	25	35	0
Staphylococcus cohnii	29382	S	56	235	197	7	45	238	8299	5	0	0	9	0	22	0	0
Staphylococcus sp. 11-B-312	2799680	S	24	27	21	0	0	34	11137	11	0	0	0	0	0	0	0
Staphylococcus sp. M0911	2025492	S	33	0	66	0	0	71	197	0	0	0	10	0	20	0	0
Staphylococcus sp. NRL 16/872	2930131	S	11	0	37	0	0	33	154	0	0	0	0	0	10	0	0
Staphylococcus sp. IVB6181	2929481	S	6	0	0	0	0	0	26	0	0	0	0	0	0	0	0
Staphylococcus sp. AntiMn-1	1715860	S	20	0	60	0	0	38	126	0	0	0	0	0	0	0	0
Staphylococcus aureus	1280	S	87	646	921	55	300	888	3178	24	18	32	154	164	117	258	8
Staphylococcus pasteuri	45972	S	41	87	534	24	774	163	605	37	5	0	86	40	241	21	0
Staphylococcus simulans	1286	S	33	0	16	0	0	13	115	5	0	0	0	12	0	0	0
Staphylococcus edaphicus	1955013	S	21	0	12	0	0	0	27	0	0	0	0	0	0	0	0
Staphylococcus condimenti	70255	S	16	13	15	0	10	0	204	0	0	0	0	0	6	0	0
Staphylococcus nepalensis	214473	S	14	13	9	0	0	16	120	0	0	0	0	0	0	0	0
Staphylococcus xylosus	1288	S	14	216	612	0	48	358	469	0	0	0	22	5	10	11	0
Staphylococcus auricularis	29379	S	12	10	573	0	14	70	246	0	0	0	0	5	6	11	0
Staphylococcus simiae	308354	S	12	0	0	0	0	9	17	0	0	0	6	0	0	0	0
Staphylococcus pettenkoferi	170573	S	10	83	196	0	24	237	153	6	0	0	0	6	0	0	0
Staphylococcus lugdunensis	28035	S	8	26	1518	9	13	66	297	7	0	0	20	1068	29	63	0
Staphylococcus roterodami	2699836	S	9	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Staphylococcus arlettae	29378	S	6	25	48	0	0	13	315	0	0	0	7	0	0	5	0
Macrococcus bovicus	69968	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldibacillus thermoamylovorans	35841	S	200	121	93	15	8	115	83	0	0	0	0	0	0	0	14
Heyndrickxia coagulans	1398	S	73	89	100	0	7	88	85	0	0	0	6	9	0	6	0
Bacillus cereus	1396	S	25	68	3075	73	609	2205	632	0	11	0	179	21	16	41	0
Bacillus thuringiensis	1428	S	21	0	292	224	112	127	359	0	0	0	12	42	0	35	0
Bacillus badius	1455	S	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Bacillus infantis	324767	S	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Geobacillus stearothermophilus	1422	S	25	77	30	0	0	57	76	0	0	0	0	0	0	0	0
Neobacillus sp. PS2-9	3070676	S	19	0	0	6	0	0	0	0	0	0	0	0	0	6	0
Priestia megaterium	1404	S	18	0	7	0	0	0	47	0	0	0	8	8	0	0	0
Niallia circulans	1397	S	8	0	11	0	0	0	18	9	0	0	0	0	0	0	0
Niallia sp. RD1	2962858	S	7	6	229	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus flavithermus	33934	S	12	83	93	0	14	65	98	0	0	0	0	0	0	7	0
Peribacillus frigoritolerans	450367	S	7	20	6	0	0	0	25	0	0	0	0	15	0	0	0
Pontibacillus sp. HMF3514	2692425	S	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Exiguobacterium mexicanum	340146	S	63	54	33	0	7	63	134	0	0	0	0	0	0	0	0
Exiguobacterium sp. AT1b	360911	S	22	74	267	0	0	67	29	0	0	0	0	0	0	9	0
Exiguobacterium sp. S3-2	1389960	S	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. PFWT01	2829816	S	8	54	237	0	16	49	43	0	0	0	0	0	0	17	0
Exiguobacterium profundum	307643	S	19	113	305	0	12	138	80	0	0	0	0	0	0	0	0
Exiguobacterium alkaliphilum	1428684	S	16	18	35	0	0	13	18	0	0	0	0	0	0	0	0
Exiguobacterium arabatum	518693	S	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium aurantiacum	33987	S	9	19	43	0	0	35	128	0	0	0	0	0	0	0	0
Exiguobacterium marinum	273528	S	7	14	50	0	0	22	9	0	0	0	0	0	0	0	0
Gemella haemolysans	1379	S	28	60	707	20	85	159	1307	20	7	0	36	1424	226	15	13
Paenibacillus mucilaginosus	61624	S	8	0	10	0	0	5	0	0	0	0	5	0	0	0	0
Kroppenstedtia pulmonis	1380685	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kroppenstedtia eburnea	714067	S	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Listeria ivanovii	1638	S	10	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Sporosarcina sp. Marseille-Q4063	2810514	S	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis	28037	S	182	840	10606	40	441	1519	3466	37	46	8	85	6253	620	116	156
Streptococcus thermophilus	1308	S	170	339	1505	40	453	2633	1915	16	0	0	70	316	49	33	0
Streptococcus sp. oral taxon 431	712633	S	50	64	938	22	32	130	223	5	9	0	14	386	272	18	8
Streptococcus sp. Marseille-Q6470	2972784	S	26	74	337	0	0	77	120	0	0	0	11	117	119	10	0
Streptococcus sp. Marseille-Q3533	2759692	S	18	42	373	0	0	70	202	0	0	0	10	62	65	5	0
Streptococcus sp. 116-D4	2598453	S	8	428	945	7	100	588	570	0	0	0	0	301	55	9	5
Streptococcus pneumoniae	1313	S	162	284	4752	448	331	1772	2580	0	5	9	52	2861	152	81	51
Streptococcus sanguinis	1305	S	39	435	2737	16	150	690	2663	16	388	0	53	48	669	197	0
Streptococcus oralis	1303	S	38	410	4571	23	295	1061	3133	0	46	8	52	906	557	94	24
Streptococcus cristatus	45634	S	32	37	537	87	56	66	198	0	0	0	7	37	2327	0	0
Streptococcus gwangjuense	1433513	S	29	95	1095	6	38	150	271	0	0	0	0	327	36	6	7
Streptococcus dysgalactiae	1334	S	42	77	398	317	42	72	942	28	9	17	0	1324	23	14	27
Streptococcus parasanguinis	1318	S	14	93	1180	7	50	302	442	0	0	0	9	93	1058	25	0
Streptococcus pseudopneumoniae	257758	S	14	59	885	0	17	130	230	0	0	0	0	372	46	0	7
Streptococcus rubneri	1234680	S	13	0	168	0	0	58	30	0	0	0	0	12	11	0	0
Streptococcus vestibularis	1343	S	11	6	139	0	24	61	70	0	0	0	5	92	13	0	0
Streptococcus australis	113107	S	9	58	1136	0	27	183	207	0	0	0	7	66	123	0	0
Streptococcus anginosus	1328	S	8	18	41028	5033	1008	125	5282	55	0	53	34	26400	54	60	830
Streptococcus gordonii	1302	S	5	70	789	6	63	191	587	0	5	0	19	37	219	17	0
Lactococcus lactis	1358	S	33	69	3015	877	1044	7870	2839	0	5	0	0	0	16	13	0
Lactococcus cremoris	1359	S	8	85	217	42	76	337	228	0	0	0	0	0	0	0	0
Lactococcus raffinolactis	1366	S	5	8	116	38	77	225	76	0	0	0	0	0	0	0	0
Lactobacillus crispatus	47770	S	64	216	241879	160	1517	446	329023	384657	55263	131229	2368932	223	713542	4168979	1171
Lactobacillus delbrueckii	1584	S	21	41	98	0	42	120	799	16	0	10	125	10	33	149	6
Lactobacillus jensenii	109790	S	13	18	20333	0	64	71	31571	16295	5387	2102	95836	7	3990	67603	100392
Pediococcus damnosus	51663	S	8	0	0	0	0	0	0	0	0	0	20	0	0	23	0
Aerococcus urinaeequi	51665	S	85	105	125	7	12	81	24646	6	0	0	2309	5	0	10	0
Granulicatella elegans	137732	S	16	30	262	56	57	46	181	9	12	0	6	550	0	15	0
Granulicatella adiacens	46124	S	9	28	478	6	28	105	269	9	5	0	9	8	100	39	0
Dolosigranulum pigrum	29394	S	6	105	166	139	42	470	495	5	0	0	10	175	89	14	0
Enterococcus faecium	1352	S	6	0	82	62	122	29	119	0	0	0	37	187	0	42	5
Enterococcus saccharolyticus	41997	S	6	0	0	0	0	0	8	0	0	0	0	5	0	0	0
Vagococcus hydrophili	2714947	S	6	0	0	0	0	0	7	6	0	0	9	8	0	0	0
[Ruminococcus] lactaris	46228	S	167	0	37	7	0	0	0	0	0	0	0	0	0	10	0
[Ruminococcus] gnavus	33038	S	49	15	408	0	0	9	17	0	0	0	0	11	0	0	0
Blautia sp. SC05B48	2479767	S	125	0	307	0	12	0	15	0	0	10	0	35	0	0	0
Blautia obeum	40520	S	13	0	131	9	15	0	8	0	0	19	0	9	14	9	0
Blautia wexlerae	418240	S	12	9	5650	0	18	32	29	0	0	12	0	9	0	0	10
Dorea longicatena	88431	S	44	0	168	0	0	0	11	0	0	17	0	5	0	0	0
Anaerostipes hadrus	649756	S	29	0	2186	14	5	17	42	0	0	5	0	421	0	0	0
Agathobacter rectalis	39491	S	16	16	198	18	56	21	46	0	0	52	0	7	7	0	0
Sellimonas intestinalis	1653434	S	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia hominis	301301	S	7	0	78	0	8	0	10	0	0	0	0	0	0	0	0
Anaerobutyricum hallii	39488	S	7	0	76	9	0	17	12	0	0	6	0	23	0	0	0
Ruminococcus sp. SR1/5	657323	S	141	0	549	0	0	94	0	0	0	0	0	30	0	0	0
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	28	11	1803	13	0	6	25	0	0	19	0	0	0	0	0
Faecalibacterium prausnitzii	853	S	25	67	3855	33	27	85	100	0	0	26	15	16	16	17	9
Faecalibacterium sp. I3-3-89	2929493	S	20	8	88	0	0	0	0	0	0	0	0	0	0	0	0
Dysosmobacter welbionis	2093857	S	9	0	35	0	0	0	11	0	0	0	0	0	0	0	0
Mageeibacillus indolicus	884684	S	8	0	92	324	492	8	0	14	0	0	69	119	0	6	7
Flavonifractor plautii	292800	S	7	0	48	0	0	0	18	0	0	0	37	0	0	0	0
Vescimonas coprocola	2714355	S	5	0	71	0	0	0	11	0	0	0	0	0	0	7	0
